Igehely	Strong-szám	Ragozott alak	Kiejtés	Szótő	Rövid jelentés	Angol tükörfordítás	Kritikai kiadás
Mt 1:13	G3588	τὸν	ton	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:13	G0010	Ἀβιούδ·	Abioud	Ἀβιούδ	Abiud	Abiud;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:13	G0010	Ἀβιοὺδ	Abioud	Ἀβιούδ	Abiud	Abiud	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:13	G1161	δὲ	de	δέ	but/and	then	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:13	G1080	ἐγέννησεν	egennēsen	γεννάω	to beget	begat	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:13	G3588	τὸν	ton	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:13	G1662	Ἐλιακίμ·	Eliakim	Ἐλιακείμ	Eliakim	Eliakim;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:13	G1662	Ἐλιακὶμ	Eliakim	Ἐλιακείμ	Eliakim	Eliakim	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:13	G1161	δὲ	de	δέ	but/and	then	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:13	G1080	ἐγέννησεν	egennēsen	γεννάω	to beget	begat	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:13	G3588	τὸν	ton	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:13	G0107	Ἀζώρ·	Azōr	Ἀζώρ	Azor	Azor;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G0107	Ἀζὼρ	Azōr	Ἀζώρ	Azor	Azor	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G1161	δὲ	de	δέ	but/and	then	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G1080	ἐγέννησεν	egennēsen	γεννάω	to beget	begat	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G3588	τὸν	ton	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G4524	Σαδώκ·	Sadōk	Σαδώκ	Zadok	Zadok;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G4524	Σαδὼκ	Sadōk	Σαδώκ	Zadok	Zadok	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G1161	δὲ	de	δέ	but/and	then	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G1080	ἐγέννησεν	egennēsen	γεννάω	to beget	begat	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G3588	τὸν	ton	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G0885	Ἀχίμ·	Achim	Ἀχείμ	Akim	Achim;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G0885	Ἀχὶμ	Achim	Ἀχείμ	Akim	Achim	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G1161	δὲ	de	δέ	but/and	then	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G1080	ἐγέννησεν	egennēsen	γεννάω	to beget	begat	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G3588	τὸν	ton	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:14	G1664	Ἐλιούδ·	Elioud	Ἐλιούδ	Eliud	Eliud;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G1664	Ἐλιοὺδ	Elioud	Ἐλιούδ	Eliud	Eliud	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G1161	δὲ	de	δέ	but/and	then	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G1080	ἐγέννησεν	egennēsen	γεννάω	to beget	begat	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G3588	τὸν	ton	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G1648	Ἐλεάζαρ·	Eleazar	Ἐλεάζαρ	Eleazar	Eleazar;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G1648	Ἐλεάζαρ	Eleazar	Ἐλεάζαρ	Eleazar	Eleazar	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G1161	δὲ	de	δέ	but/and	then	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G1080	ἐγέννησεν	egennēsen	γεννάω	to beget	begat	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G3588	τὸν	ton	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G3157	Ματθάν·	Matthan	Ματθάν	Matthan	Matthan;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G3157	Ματθὰν	Matthan	Ματθάν	Matthan	Matthan	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G1161	δὲ	de	δέ	but/and	then	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G1080	ἐγέννησεν	egennēsen	γεννάω	to beget	begat	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G3588	τὸν	ton	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:15	G2384	Ἰακώβ·	Iakōb	Ἰακώβ	Jacob	Jacob;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G2384	Ἰακὼβ	Iakōb	Ἰακώβ	Jacob	Jacob	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G1161	δὲ	de	δέ	but/and	then	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G1080	ἐγέννησεν	egennēsen	γεννάω	to beget	begat	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G3588	τὸν	ton	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G2501	Ἰωσὴφ	Iōsēph	Ἰωσήφ	Joseph	Joseph	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G3588	τὸν	ton	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G0435	ἄνδρα	andra	ἀνήρ	man	husband	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G3137	Μαρίας	Marias	Μαρία	Mary	of Mary	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G1537	ἐξ	ex	ἐκ	out from	out of	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G3739	ἧς	hēs	ὅς, ἥ	which	whom	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G1080	ἐγεννήθη	egennēthē	γεννάω	to beget	was born	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G2424	Ἰησοῦς	Iēsous	Ἰησοῦς	Jesus/Joshua	Jesus	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G3588	ὁ	ho	ὁ	the/this/who	who	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G3004	λεγόμενος	legomenos	λέγω	to speak	is being named	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:16	G5547	Χριστός.¶	Christos	Χριστός	Christ	Christ.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G3956	Πᾶσαι	Pasai	πᾶς	all	All	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G3767	οὖν	oun	οὖν	therefore/then	therefore	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G3588	αἱ	hai	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G1074	γενεαὶ	geneai	γενεά	generation	generations	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G0575	ἀπὸ	apo	ἀπό	away from	from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G0011	Ἀβραὰμ	Abraam	Ἀβραάμ	Abraham	Abraham	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G2193	ἕως	he'ōs	ἕως	until	to	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G1138	Δαυὶδ	Dauid	Δαυείδ, Δαυίδ, Δαβίδ	David	David [were]	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G1074	γενεαὶ	geneai	γενεά	generation	generations	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G1180	δεκατέσσαρες	dekatessares	δεκατέσσαρες	fourteen	fourteen	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G0575	ἀπὸ	apo	ἀπό	away from	from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G1138	Δαυὶδ	Dauid	Δαυείδ, Δαυίδ, Δαβίδ	David	David	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G2193	ἕως	he'ōs	ἕως	until	until	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G3588	τῆς	tēs	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G3350	μετοικεσίας	metoikesias	μετοικεσία	deportation	carrying away	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G0897	Βαβυλῶνος	Babulōnos	Βαβυλών	Babylon	to Babylon	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G1074	γενεαὶ	geneai	γενεά	generation	generations	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G1180	δεκατέσσαρες	dekatessares	δεκατέσσαρες	fourteen	fourteen	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G0575	ἀπὸ	apo	ἀπό	away from	from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G3588	τῆς	tēs	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G3350	μετοικεσίας	metoikesias	μετοικεσία	deportation	carrying away	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G0897	Βαβυλῶνος	Babulōnos	Βαβυλών	Babylon	to Babylon	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G2193	ἕως	he'ōs	ἕως	until	until	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G3588	τοῦ	tou	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G5547	Χριστοῦ	Christou	Χριστός	Christ	Christ	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G1074	γενεαὶ	geneai	γενεά	generation	generations	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:17	G1180	δεκατέσσαρες.¶	dekatessares	δεκατέσσαρες	fourteen	fourteen.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G3588	Τοῦ	Tou	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G1161	δὲ	de	δέ	but/and	Now	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G2424	Ἰησοῦ	Iēsou	Ἰησοῦς	Jesus/Joshua	of Jesus	NA28+NA27+Tyn+SBL+WH+TR+Byz
Mt 1:18	G5547	Χριστοῦ	Christou	Χριστός	Christ	Christ	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G3588	ἡ	hē	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G1078	γένεσις	genesis	γένεσις	origin	origin	NA28+NA27+Tyn+SBL+WH+Treg
Mt 1:18	G3779	οὕτως	houtōs	οὕτω, οὕτως	thus(-ly)	thus	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G1510	ἦν·	ēn	εἰμί	to be	was happening:	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G3423	μνηστευθείσης	mnēsteutheisēs	μνηστεύω	to betroth	At the pledging	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G1063	γὰρ	gar	γάρ	for	for	TR+Byz
Mt 1:18	G3588	τῆς	tēs	ὁ	the/this/who	of the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G3384	μητρὸς	mētros	μήτηρ	mother	mother	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G0846	αὐτοῦ	autou	αὐτός	he/she/it/self	of Him	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G3137	Μαρίας	Marias	Μαρία	Mary	Mary	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G3588	τῷ	tō	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G2501	Ἰωσήφ,	Iōsēph	Ἰωσήφ	Joseph	to Joseph,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G4250	πρὶν	prin	πρίν	before	before	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G2228	ἢ	ē	ἤ	or/than	than	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G4905	συνελθεῖν	sunelthein	συνέρχομαι	to assemble	to come together	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G0846	αὐτοὺς	autous	αὐτός	he/she/it/self	by them	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G2147	εὑρέθη	heurethē	εὑρίσκω	to find/meet	she was found	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G1722	ἐν	en	ἐν	in/on/among	in	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G1064	γαστρὶ	gastri	γαστήρ	belly	womb [pregnancy]	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G2192	ἔχουσα	echousa	ἔχω	to have/be	having	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G1537	ἐκ	ek	ἐκ	out from	out of	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G4151	πνεύματος	pneumatos	πνεῦμα	spirit/breath	[the] Spirit	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:18	G0040	ἁγίου.	hagiou	ἅγιος	holy	Holy.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G2501	Ἰωσὴφ	Iōsēph	Ἰωσήφ	Joseph	Joseph	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G1161	δὲ	de	δέ	but/and	now	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G3588	ὁ	ho	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G0435	ἀνὴρ	anēr	ἀνήρ	man	husband	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G0846	αὐτῆς,	autēs	αὐτός	he/she/it/self	of her,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G1342	δίκαιος	dikaios	δίκαιος	just	righteous	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G1510	ὢν	ōn	εἰμί	to be	being	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G3361	μὴ	mē	μή	not	not	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G2309	θέλων	thelōn	θέλω	to will/desire	willing	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G0846	αὐτὴν	autēn	αὐτός	he/she/it/self	her	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G1165	δειγματίσαι,	deigmatisai	δειγματίζω	to disgrace	to disgrace,	NA28+NA27+Tyn+SBL+WH+Treg
Mt 1:19	G1014	ἐβουλήθη	eboulēthē	βούλομαι	to plan	he purposed	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G2977	λάθρᾳ	lathra	λάθρα	quietly	secretly	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G0630	ἀπολῦσαι	apolusai	ἀπολύω	to release	to send away	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:19	G0846	αὐτήν.¶	autēn	αὐτός	he/she/it/self	her.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G3778	Ταῦτα	Tauta	οὗτος	this/he/she/it	These things	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G1161	δὲ	de	δέ	but/and	now	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G0846	αὐτοῦ	autou	αὐτός	he/she/it/self	when he	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G1760	ἐνθυμηθέντος	enthumēthentos	ἐνθυμέομαι	to reflect on	was pondering	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G2400	ἰδοὺ	idou	ἰδού	look!	behold	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G0032	ἄγγελος	angelos	ἄγγελος	angel	an angel	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G2962	κυρίου	kuriou	κύριος	lord	of [the] Lord	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G2596	κατ᾽	kat᾽	κατά	according to	in	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G3677	ὄναρ	onar	ὄναρ	dream	a dream	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G5316	ἐφάνη	ephanē	φαίνω	to shine/appear	appeared	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G0846	αὐτῷ	autō	αὐτός	he/she/it/self	to him	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G3004	λέγων·	legōn	λέγω	to speak	saying;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G2501	Ἰωσὴφ	Iōsēph	Ἰωσήφ	Joseph	Joseph	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G5207	υἱὸς	huios	υἱός	son	son	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G1138	Δαυίδ,	Dauid	Δαυείδ, Δαυίδ, Δαβίδ	David	of David,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G3361	μὴ	mē	μή	not	not	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G5399	φοβηθῇς	phobēthēas	φοβέω	to fear	may you fear	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G3880	παραλαβεῖν	paralabein	παραλαμβάνω	to take	to receive	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G3137	Μαρίαν	Marian	Μαρία	Mary	Mary	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G3588	τὴν	tēn	ὁ	the/this/who	[as] the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G1135	γυναῖκά	gunaika	γυνή	woman	wife	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G4771	σου·	sou	σύ	you	of you;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G3588	τὸ	to	ὁ	the/this/who	that	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G1063	γὰρ	gar	γάρ	for	for	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G1722	ἐν	en	ἐν	in/on/among	in	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G0846	αὐτῇ	autēa	αὐτός	he/she/it/self	her	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G1080	γεννηθὲν	gennēthen	γεννάω	to beget	having been conceived	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G1537	ἐκ	ek	ἐκ	out from	from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G4151	πνεύματός	pneumatos	πνεῦμα	spirit/breath	[the] Spirit	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G1510	ἐστιν	estin	εἰμί	to be	[which] is	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:20	G0040	ἁγίου.	hagiou	ἅγιος	holy	Holy.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G5088	τέξεται	texetai	τίκτω	to give birth to	She will bear	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G1161	δὲ	de	δέ	but/and	then	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G5207	υἱόν,	huion	υἱός	son	a son,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G2564	καλέσεις	kaleseis	καλέω	to call	you will call	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G3588	τὸ	to	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G3686	ὄνομα	onoma	ὄνομα	name	name	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G0846	αὐτοῦ	autou	αὐτός	he/she/it/self	of Him	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G2424	Ἰησοῦν·	Iēsoun	Ἰησοῦς	Jesus/Joshua	Jesus;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G0846	αὐτὸς	autos	αὐτός	he/she/it/self	He himself	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G1063	γὰρ	gar	γάρ	for	for	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G4982	σώσει	sōsei	σῴζω	to save	will save	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G3588	τὸν	ton	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G2992	λαὸν	laon	λαός	a people	people	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G0846	αὐτοῦ	autou	αὐτός	he/she/it/self	of Him	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G0575	ἀπὸ	apo	ἀπό	away from	from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G3588	τῶν	tōn	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G0266	ἁμαρτιῶν	hamartiōn	ἁμαρτία	sin	sins	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:21	G0846	αὐτῶν.¶	autōn	αὐτός	he/she/it/self	of them.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:22	G3778	Τοῦτο	Touto	οὗτος	this/he/she/it	This	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:22	G1161	δὲ	de	δέ	but/and	then	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:22	G3650	ὅλον	holon	ὅλος	all	all	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:22	G1096	γέγονεν	gegonen	γίνομαι	to be	has come to pass	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:22	G2443	ἵνα	ina	ἵνα	in order that/to	that	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:22	G4137	πληρωθῇ	plērōthēa	πληρόω	to fulfill	may be fulfilled	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:22	G3588	τὸ	to	ὁ	the/this/who	that [which]	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:22	G2046	ῥηθὲν	rhēthen	ἔπω, ἐρῶ, εἶπον	to say	having been spoken	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:22	G5259	ὑπὸ	hupo	ὑπό	by/under	by	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:22	G3588	τοῦ	tou	ὁ	the/this/who	the	TR+Byz
Mt 1:22	G2962	κυρίου	kuriou	κύριος	lord	Lord	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:22	G1223	διὰ	dia	διά	through/because of	through	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:22	G3588	τοῦ	tou	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:22	G4396	προφήτου	prophētou	προφήτης	prophet	prophet	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:22	G3004	λέγοντος·	legontos	λέγω	to speak	saying;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:23	G2400	ἰδοὺ	idou	ἰδού	look!	Behold	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:23	G3588	ἡ	hē	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:23	G3933	παρθένος	parthenos	παρθένος	virgin	virgin	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:23	G1722	ἐν	en	ἐν	in/on/among	in	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:23	G1064	γαστρὶ	gastri	γαστήρ	belly	womb [pregnancy]	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:23	G2192	ἕξει	hexei	ἔχω	to have/be	will have	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
Mt 1:23	G2532	καὶ	kai	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz
