Strong-szám	Szótő	Kiejtés	Rövid jelentés
H4084	מִדְיָנִי	mid.ya.Nim	Midian
H4085	מְדֹכָה	me.do.Khah	mortar
H4086	מַדְמֵן	mad.Men	Madmen
H4087	מַדְמֵנָה	mad.me.Nah	dunghill
H4088	מַדְמֵנָה	mad.me.Nah	Madmenah
H4089	מַדְמַנָּה	mad.ma.Nah	Madmannah
H4090	מְדָן	me.da.Nim	strife
H4091	מְדָן	me.Dan	Medan
H4092	מְדָנִי	me.da.Nim	Midian
H4093	מַדָּע	ma.Da'	knowledge
H4094	מַדְקָרָה	mad.ke.Rot	thrust
H4095	מַדְרֵגָה	mad.re.Gah	steep
H4096	מִדְרָךְ	mid.Rakh	treading
H4097	מִדְרָשׁ	mid.Rash	story
H4098	מְדֻשָֿׁה	me.du.sha.T	threshed
H4099	הַמְּדָתָא	ha.me.Da.ta'	Hammedatha
H4100	מָה	mah-	what?
H4101	מָה	Mah	what?
H4102	מָהַהּ	i.yit.mah.Mah	to delay
H4103	מְהוּמָה	me.hu.Mah	tumult
H4104	מְהוּמָן	m.hu.mon	Mehuman
H4105	מְהֵיטַבְאֵל	me.hei.tav.'El	Mehetabel
H4106	מָהִיר	ma.Hir	quick
H4107	מָהַל	ma.Hul	to weaken
H4109	מַהֲלָךְ	ma.ha.la.kha.	journey
H4110	מַהֲלָל	ma.ha.la.L	praise
H4111	מַהֲלַלְאֵל	Ma.ha.lal.'El	Mahalalel
H4112	מַהֲלֻמֿוֹת	ma.ha.lu.Mot	blow
H4114	מַהְפֵּכָה	mah.pe.Khat	overthrow
H4115	מַהְפֶּ֫כֶת	mah.Pe.khet	stocks
H4116	מָהַר	y.ma.Her	to hasten
H4118	מַהֵר	ma.Her	quickly
H4119	מֹ֫הַר	Mo.har	brideprice
H4120	מְהֵרָה	me.he.Rah	haste
H4121	מַהֲרַי	mah.Rai	Maharai
H4122	מַהֵר שָׁלָל חָשׁ בַּז	ma.Her	Maher-shalal-hash-baz
H4123	מַֽהֲתַלּוֹת	ma.ha.ta.Lot	deception
H4124	מוֹאָב	mo.'Av	Moab
H4125	מוֹאָבִי	Mo.'a.Vim	Moab
H4126	מוֹבָא	mi.vo.'e.	entrance
H4127	מוּג	na.Mo.gu	to melt
H4128	מוד	y.Mo.ded	to shake
H4129	מוֹדַע	me.yu.da'	kinsman
H4130	מֹדַ֫עַת	mo.da'.Ta.	kinsman
H4131	מוֹט	Ma.tah	to shake
H4132	מוֹט	Mot	yoke
H4133	מוֹטָה	mo.Tot	yoke
H4134	מוּךְ	ya.Mukh	be poor
H4135	מוּל	hi.Mol	to circumcise
H4136	מוּל	mul	opposite
H4137	מוֹלָדָה	mo.la.Dah	Moladah
H4138	מוֹלֶ֫דֶת	mo.lad.T	relatives
H4139	מוּלָה	mu.Lot	circumcision
H4140	מוֹלִיד	mo.Lid	Molid
H4141	מוּסָב	mu.sav-	surrounding
H4143	מוּסָד	mu.Sad	foundation
H4144	מוֹסָד	mos.Dei	foundation
H4145	מוּסָדָה	mu.sa.Dah	appointment
H4146	מוֹסָדָה	mos.Dot	foundation
H4147	מוֹסֵר	mo.se.Rot	bond
H4148	מוּסָר	mu.Sar	discipline
H4149	מֹסֵרוֹת	mo.se.Rot	Moseroth
H4150	מוֹעֵד	Mo.'a.Dim	meeting
H4151	מוֹעָד	mo.'a.Da	ranks
H4152	מוּעָדָה	mu.'a.Dah	designated
H4153	מוֹעַדְיָה	mo.'ad.Yah	Maaziah
H4156	מוֹעֵצָה	mo.'a.Tzo.tei.	counsel
H4157	מוּעָקָה	mu.'a.Kah	distress
H4158	מֵיפַ֫עַת	me.Fa.'at	Mephaath
H4159	מוֹפֵת	mo.fe.Tim	wonder
H4160	מֵץ	Metz	extortioner
H4161	מוֹצָא	mo.tza.'ei.	exit
H4162	מוֹצָא	mo.Tza'	Moza
H4163	מוֹצָאָה	ma.cha.ra.'ot	going forth
H4164	מוּצָק	mu.Tzak	constraint
H4165	מוּצָק	mu.Tzak	casting
H4166	מוּצֶ֫קֶת	Mu.tzak.T	casting
H4167	מוּק	ya.Mi.ku	to mock
H4168	מוֹקֵד	mok.Dei	burning
H4170	מוֹקֵשׁ	mo.Kesh	snare
H4171	מוּר	ya.Mir	to change
H4172	מוֹרָא	mo.ra.'a.	fear
H4173	מוֹרַג	m.mo.ri.Gim	threshing sled
H4174	מוֹרָד	mo.Rad	descent
H4175	מוֹרֶה	mo.Reh	rain|teacher
H4176	מוֹרֶה	mo.Reh	Moreh
H4177	מוֹרָה	mo.Rah	razor
H4179	מֹרִיָּה	mo.ri.Yah	Moriah_Mount
H4180	מוֹרָשׁ	mo.ra.Shei	possession
H4181	מוֹרָשָׁה	mo.ra.Shah	possession
H4182	מוֹרֶ֫שֶׁת גַּת	mo.Re.shet	Moresheth-gath|Moresheth
H4183	מוֹרַשְׁתִּי	Mo.rash.Ti	Moreshethite|Moresheth-gath
H4184	מוּשׁ	'a.mush.	to feel
H4185	מוּשׁ	ya.Mish	to remove
H4186	מוֹשָׁב	mo.sha.Va	seat
H4187	מוּשִׁי	mu.Shi	Mushi
H4188	מוּשִׁי	mu.Shi	Mushi
H4189	מֹשֶׁכֶת	mo.she.Khot	cord
H4191	מוּת	Mot	to die
H4193	מוֹת	mOt	death
H4194	מָ֫וֶת	Mot	death
H4195	מוֹתָר	mo.Tar	advantage
H4196	מִזְבֵּחַ	miz.Be.ach	altar
H4198	מָזֶה	me.Zei	empty
H4199	מִזָּה	mi.Zah	Mizzah
H4200	מָ֫זוּ	me.za.Vei.	granary
H4201	מְזוּזָה	me.zu.Zot	doorpost
H4202	מָזוֹן	ma.Zon	food
H4204	מָזוֹר	ma.zOr	net
H4205	מָזוֹר	ma.Zor	wound
H4206	מְזִיחַ	me.Zi.ach	belt
H4207	מִזְלָגָה	miz.le.go.Ta	fork
H4208	מַזָּלוֹת	m.ma.za.Lot	constellation
H4209	מְזִמָּה	me.zi.Mot	plot
H4211	מַזְמֵרָה	maz.me.Rot	pruner
H4212	מְזַמֶּרֶת	m.za.me.Rot	snuffer
H4213	מִזְעָר	miz.'Ar	little
H4214	מִזְרֶה	miz.Reh	pitchfork
H4215	מְזָרֶה	me.za.Rim	scattering wind
H4216	מַזָּרוֹת	ma.za.Rot	Mazzaroth
H4217	מִזְרָח	miz.Ra.cha	east
H4218	מִזְרָע	miz.Ra'	sowing
H4219	מִזְרָק	miz.re.ko.Ta	bowl
H4220	מֵחַ	me.Chim	fatling
H4221	מֹחַ	Mo.ach	marrow
H4222	מָחָא	yim.cha.'u-	to clap
H4223	מְחָא	yit.me.Che'	to smite
H4224	מַחֲבֹא	ma.cha.vo.'Im	refuge
H4225	מַחְבֶּ֫רֶת	mach.Be.ret	joining
H4226	מְחַבְּרָה	m.cha.be.Rot	clamp
H4227	מַחֲבַת	ma.cha.Vat	griddle
H4228	מַחֲגֹ֫רֶת	ma.cha.Go.ret	girding
H4229	מָחָה	'em.Cheh	to wipe
H4230	מְחוּגָה	me.chu.Gah	compass
H4231	מָחוֹז	me.Choz	harbor
H4232	מְחוּיָאֵל	me.chu.ya.'El	Mehujael
H4233	מַחֲוִים	ma.cha.Vim	Mahavites
H4234	מָחוֹל	ma.Chol	dance
H4236	מַחֲזֶה	ma.cha.Zeh	vision
H4237	מֶחֱזָה	me.che.Zah	window
H4238	מַחֲזִיאֹת	ma.cha.zi.'ot	Mahazioth
H4239	מְחִי	me.Chi	blow
H4240	מְחִידָא	me.chi.Da'	Mehida
H4241	מִחְיָה	mich.Yah	recovery
H4242	מְחִיר	m.Chir	price
H4243	מְחִיר	me.Chir	Mehir
H4244	מַחְלָה	mach.Lah	Mahlah
H4245	מַחֲלָה	ma.cha.Lah	sickness
H4246	מְחוֹלָה	m.cho.Lot	dance
H4247	מְחִלָּה	m.chi.Lot	hole
H4248	מַחְלוֹן	mach.Lon	Mahlon
H4249	מַחְלִי	mach.Li	Mahli
H4250	מַחְלִי	mach.Li	Mahli
H4251	מַחֲלוּי	ma.cha.li.yim	suffering
H4252	מַחֲלָף	ma.cha.la.Fim	knife
H4253	מַחֲלָפָה	mach.le.Fot	lock
H4254	מַחֲלָצָה	ma.cha.la.tzOt	robe
H4255	מַחְלְקָה	mach.le.Ka.te.	class
H4256	מַחֲלֹ֫קֶת	mach.le.ko.Ta	division
H4258	מַחֲלַת	ma.cha.Lat	Mahalath
H4259	מְחֹלָתִי	me.cho.la.Ti	Meholathites
H4261	מַחְמָד	mach.Mad	desire
H4262	מַחְמֹד	ma.cha.mu.Dei.	desirable
H4263	מַחְמָל	mach.Mal	compassion
H4264	מַחֲנֶה	ma.cha.Neh	camp
H4265	מַחֲנֵה־דָ֑ן	ma.cha.neh-	Mahaneh-dan
H4266	מַחֲנַיִם	ma.cha.Na.yim	Mahanaim
H4267	מַחֲנָק	ma.cha.Nak	strangling
H4268	מַחְסֶּה	mach.Seh	refuge
H4270	מַחְסוֹר	mach.so.R	need
H4271	מַחְסֵיָה	mach.se.Yah	Mahseiah
H4272	מָחַץ	yim.Chatz	to wound
H4273	מַ֫חַץ	Ma.chatz	wound
H4274	מַחְצֵב	mach.Tzev	hewing
H4275	מֶחֱצָה	me.che.Tzah	half
H4276	מַחֲצִית	ma.cha.Tzit	half
H4277	מָחַק	ma.cha.Kah	to destroy
H4278	מֶחְקָר	mech.ke.rei-	range
H4279	מָחָר	ma.Char	tomorrow
H4281	מַחֲרֵשָׁה	ma.cha.rash.T	plowshare
H4283	מׇחֳרָת	mo.cho.Rat	morrow
H4284	מַחֲשָׁבָה	mach.she.Vot	plot
H4285	מַחְשָׁךְ	ma.cha.sha.kei-	darkness
H4286	מַחְשֹׂף	mach.Sof	exposing
H4287	מַ֫חַת	Ma.chat	Mahath
H4288	מְחִתָּה	me.chi.Tah	terror
H4289	מַחְתָּה	mach.to.Tei.	censer
H4290	מַחְתֶּ֫רֶת	mach.Te.ret	breaking
H4291	מְטָא	me.Tah	to reach
H4292	מַטְאֲטֵא	mat.'a.Te'	broom
H4293	מַטְבֵּחַ	mat.Be.ach	slaughter
H4294	מַטֶּה	ma.te.	tribe
H4295	מַ֫טָּה	ma.Tah	beneath
H4296	מִטָּה	mi.Tah	bed
H4297	מֻטֶּה	mu.Teh	perversion
H4298	מֻטָּה	mu.Tot	spread
H4299	מַטְוֶה	mat.Veh	yarn
H4300	מְטִיל	m.Til	rod
H4301	מַטְמוֹן	mat.mOn	treasure
H4302	מַטָּע	ma.ta.'	plantation
H4303	מַטְעָם	mat.'a.Mim	delicacy
H4304	מִטְפַּ֫חַת	mit.Pa.chat	cloak
H4305	מָטַר	him.Tir	to rain
H4306	מָטַר	ma.Tar	rain
H4307	מַטָּרָה	ma.ta.Rah	guardhouse
H4308	מַטְרֵד	mat.Red	Matred
H4309	מַטְרִי	mat.Ri	Matri
H4310	מִי	mi	who?
H4311	מֵידְבָא	Mei.de.Va'	Medeba
H4312	מֵידָד	mei.Dad	Medad
H4313	מֵי הַיַּרְקוֹן	Mei	Me-jarkon
H4314	מֵי זָהָב	mei	Mezahab
H4315	מֵיטָב	mei.Tav	best
H4316	מִיכָא	mi.Kha'	Micah
H4317	מִיכָאֵל	mi.kha.'El	Michael
H4318	מִיכָה	mi.Khah	Micah
H4320	מִיכָיָה	mi.kha.Yah	Micaiah
H4321	מִיכָֽיְהוּ	mi.Kha.ye.hu	Micah
H4322	מִיכָיָ֫הוּ	mi.kha.Ya.hu	Maacah
H4323	מִיכָל	mi.Khal	brook
H4324	מִיכַל	mi.Khal	Michal
H4325	מַי	Ma.yim	water
H4326	מִיָּמִן	mi.ya.Min	Mijamin
H4327	מִין	mi.N	kind
H4329	מוּסָךְ	mi.sakh	portico
H4330	מִיץ	mitz	pressing
H4331	מֵישָׁא	mei.Sha'	Mesha
H4332	מִישָׁאֵל	mi.sha.'El	Mishael
H4333	מִישָׁאֵל	mi.sha.'El	Mishael
H4334	מִישׁוֹר	mi.Shor	plain
H4335	מֵישַׁךְ	mei.Shakh	Mishael
H4336	מֵישַׁךְ	mei.Shakh	Mishael
H4337	מֵישָׁע	mei.Sha'	Mareshah
H4338	מֵישַׁע	mei.Sha'	Mesha
H4339	מֵישָׁר	mei.sha.Rim	uprightness
H4340	מֵיתָר	mei.te.rei.	cord
H4341	מַכְאוֹב	makh.'o.Va	pain
H4342	מַכְבִּיר	makh.Bir	to increase
H4343	מַכְבֵּנָה	makh.be.Nah	Machbenah
H4345	מִכְבָּר	mikh.Bar	grate
H4346	מַכְבֵּר	makh.Ber	cloth
H4347	מַכָּה	ma.Kah	wound
H4348	מִכְוָה	mikh.vat-	burn
H4349	מָכוֹן	ma.Khon	foundation
H4350	מְכוֹנָה	me.kho.Not	base
H4351	מְכֹרָה	me.kho.ro.Ta.yi	origin
H4352	מָכִי	ma.Khi	Machi
H4353	מָכִיר	ma.Khir	Machir
H4354	מָכִירִי	ma.khi.Ri	Machir
H4355	מָכַךְ	hu.me.Khu	to sink
H4356	מִכְלָה	mikh.le.'o.Tei.	fold
H4357	מִכְלָה	mikh.Lot	perfection
H4358	מִכְלוֹל	mikh.Lol	perfection
H4359	מִכְלָל	mikh.lal-	perfection
H4360	מַכְלֻל	makh.lu.Lim	perfection
H4362	מִכְמָן	mikh.ma.Nei	hidden
H4363	מִכְמָס, מִכְמָשׂ	mikh.Mas	Michmash
H4364	מַכְמֹר	makh.mo.Ra	net
H4365	מִכְמֹ֫רֶת	mikh.Mo.ret	net
H4366	מִכְמְתָת	mikh.me.Tat	Michmethath
H4367	מַכְנַדְבַי	makh.nad.Vai	Machnadebai
H4368	מְכֹנָה	m.kho.Nah	Meconah
H4369	מְכֻנָה	me.khu.na.Ta	base
H4370	מִכְנָס	mikh.ne.sei-	undergarment
H4371	מֶ֫כֶס	Me.khes	tribute
H4372	מִכְסֶה	mikh.Seh	covering
H4373	מִכְסָה	mikh.Sat	number
H4374	מְכַסֶּה	m.kha.Seh	covering
H4375	מַכְפֵּלָה	makh.pe.Lah	Machpelah
H4376	מָכַר	mikh.Ra	to sell
H4377	מֶ֫כֶר	mikh.Ra	merchandise
H4379	מִכְרֶה	mikh.reh-	pit
H4380	מְכֵרָה	me.khe.ro.tei.	sword
H4381	מִכְרִי	mikh.Ri	Michri
H4382	מְכֵרָתִי	me.Khe.ra.Ti	Mecherathites
H4383	מִכְשׁוֹל	mikh.Shol	stumbling
H4384	מַכְשֵׁלָה	makh.she.Lah	ruins
H4385	מִכְתָּב	mikh.Tav	writing
H4386	מְכִתָּה	m.khi.ta.T	fragment
H4388	מַכְתֵּשׁ	makh.Tesh	hollow
H4389	מַכְתֵּשׁ	makh.Tesh	Mortar
H4390	מָלֵא	mil.'U	to fill
H4391	מְלָא	me.Lat	to fill
H4392	מָלֵא	ma.Le'	full
H4393	מְלֹא	me.lo'-	fullness
H4394	מִלֻּא	mi.lu.'Im	setting
H4395	מְלֵאָה	m.le.'Ah	fruit
H4396	מִלֻּאָה	mi.Lu.'at	setting
H4397	מַלְאָךְ	mal.'Akh	messenger
H4398	מַלְאַךְ	mal.'a.Khe	angel
H4399	מְלָאכָה	me.lakh.T	work
H4400	מַלְאָכוּת	mal.'a.Khut	message
H4401	מַלְאָכִי	mal.'a.Khi	Malachi
H4402	מִלֵּאת	mi.Let	setting
H4403	מַלְבּוּשׁ	mal.bu.shei.	garment
H4404	מַלְבֵּן	mal.ken	brick
H4405	מִלָּה	mi.la.T	speech
H4406	מִלָּה	mi.le.Ta	word
H4407	מִלּוֹא	mi.Lo'	Millo
H4408	מַלּוּחַ	ma.Lu.ach	mallow
H4409	מַלּוּךְ	ma.luKh	Malluch
H4410	מְלוּכָה	me.lu.Khah	kingship
H4411	מָלוֹן	ma.Lon	lodging
H4412	מְלוּנָה	m.lu.Nah	lodge
H4413	מַלּוֹתִי	ma.Lo.ti	Mallothi
H4414	מָלַח	me.mu.Lach	to salt
H4415	מְלַח	me.Lach.na'	to eat salt
H4416	מְלַח	me.Lach	salt
H4417	מֶ֫לַח	Me.lach	Salt_Sea
H4418	מֶ֫לַח	me.la.Chim	rag
H4419	מַלָּח	ma.la.chei.	mariner
H4420	מְלֵחָה	me.Le.chah	saltiness
H4421	מִלְחָמָה	mil.cha.Mah	battle
H4422	מָלַט	hi.ma.Let	to escape
H4423	מֶ֫לֶט	Me.let	mortar
H4424	מְלַטְיָה	me.lat.Yah	Melatiah
H4426	מְלִיצָה	me.li.Tzah	mockery
H4427	מָלַךְ	mal.Khu	to reign
H4428	מֶ֫לֶךְ	Me.lekh-	king
H4429	מֶ֫לֶךְ	Me.lekh	Melech
H4430	מֶ֫לֶךְ	mal.Ka	king
H4432	מֹ֫לֶךְ	Mo.lekh	Molech
H4433	מַלְכָּה	mal.ke.Ta	queen
H4434	מַלְכֹּ֫דֶת	mal.kud.T	snare
H4435	מִלְכָּה	mil.Kah	Milcah
H4436	מַלְכָּה	mal.kat-	Queen_of_Sheba
H4437	מַלְכוּ	mal.Khut	kingdom
H4438	מַלְכוּת	mal.khu.T	royalty
H4439	מַלְכִּיאֵל	mal.ki.'El	Malchiel
H4440	מַלְכִּיאֵלִי	mal.ki.'e.Li	Malchiel
H4441	מַלְכִּיָּהוּ	mal.ki.Yah	Malchijah
H4442	מַלְכִּי־צֶ֫דֶק	mal.ki-	Melchizedek
H4443	מַלְכִּירָם	mal.ki.Ram	Malchiram
H4444	מַלְכִּישׁוּעַ	mal.ki-	Malchi-shua
H4445	מִלכֹּם	mil.Kom	Molech
H4446	מְלֶ֫כֶת	m.Le.khet	queen
H4447	הַמֹּלֶכֶת	ha.mo.Le.khet	Hammolecheth
H4448	מָלַל	mi.Lel	to speak
H4449	מְלַל	me.ma.Lil	to speak
H4450	מִֽלֲלַי	mi.la.Lai	Milalai
H4451	מַלְמֵד	mal.Mad	oxgoad
H4452	מָלַץ	nim.le.Tzu	to smooth
H4453	מֶלְצָר	mel.Tzar	Melzar
H4454	מָלַק	ma.Lak	to nip
H4455	מַלְקוֹחַ	mal.Ko.ach	prey
H4456	מַלְקוֹשׁ	mal.Ko.osh	spring rain
H4457	מֶלְקָחַ֫יִם	mal.ka.Chei.	tong
H4458	מֶלְתָּחָה	mel.ta.Chah	apparel
H4460	מַמְּגֻרוֹת	ma.me.gu.Rot	granary
H4461	מֵמַד	Me.ma.dei.	measurement
H4462	מְמוּכָן	me.mu.Khan	Memucan
H4463	מָמוֹת	me.mo.Tei	death
H4464	מַמְזֵר	mam.Zer	bastard
H4465	מִמְכָּר	mi.Kar	sale
H4466	מִמְכֶּ֫רֶת	mi.Ke.ret	sale
H4467	מַמְלָכָה	mam.lakh.T	kingdom
H4468	מַמְלָכוּת	mam.le.Khut	kingdom
H4469	מִמְסָךְ	mi.Sakh	mixed drink
H4470	מֶ֫מֶר	Me.mer	bitterness
H4471	מַמְרֵא	mam.Re'	Mamre
H4472	מַמְרוֹר	ma.me.ro.Rim	bitterness
H4473	מִמְשַׁח	mi.Shach	expanded
H4474	מִמְשָׁל	mi.sha.Lim	dominion
H4475	מֶמְשָׁלָה	mem.She.let	dominion
H4476	מִמְשָׁק	mi.Shak	possession
H4477	מַמְתַֿקִּים	mam.ta.Kim	sweetness
H4478	מָן	man	What?
H4479	מָן	man-	who?
H4480	מִן־	min-	from
H4481	מִן־	min-	from
H4482	מֵן	mi.Nim	string
H4483	מְנָה	Me.ni	to reckon;_appoint
H4484	מְנֵא	me.Ne'	mina
H4485	מַנְגִּינָה	man.gi.na.Ta	mocking
H4486	מַנְדַּע	man.de.'A	knowledge
H4487	מָנָה	m.nOt	to count
H4488	מָנֶה	ma.Nim	mina
H4489	מֹנֶה	mo.Nim	time
H4490	מָנָה	ma.Nah	portion
H4491	מִנְהָג	min.Hag	driving
H4492	מִנְהָרָה	min.ha.rOt	cave
H4494	מָנוֹחַ	ma.No.ach	resting
H4495	מָנוֹחַ	ma.No.ach	Manoah
H4496	מְנוּחָה	me.nu.Chah	resting
H4497	מָנוֹן	ma.Non	progeny
H4498	מָנוֹס	me.nu.S	refuge
H4499	מְנוּסָה	me.nu.sat-	fugitive
H4500	מָנוֹר	m.nOr	loom-beam
H4501	מְנוֹרָה	me.no.Rat	lampstand
H4502	מִנְזָר	mi.ne.za.Ra.yi	prince
H4503	מִנְחָה	min.Chah	offering
H4504	מִנְחָה	min.cha.te.	offering
H4505	מְנַחֵם	me.na.Chem	Menahem
H4506	מָנַ֫חַת	ma.Na.chat	Manahath
H4507	מְנִי	m.Ni	Destiny
H4508	מִנִּי	mi.Ni	Minni
H4509	מִנְיָמִין	min.ya.min	Miniamin
H4510	מִנְיָן	min.Yan	number
H4511	מִנִּית	mi.Nit	Minnith
H4512	מִנְלֶה	min.La	gain
H4513	מָנַע	ma.Na'	to withhold
H4514	מַנְעוּל	man.'u.La	bolt
H4515	מִנְעָל	min.'a.Lei.	bolt
H4516	מַנְעַמִּים	man.'a.mei.	delicacy
H4517	מְנַעֲנֵעַ	m.na.'an.'Im	castanets
H4518	מְנַקִּיָּה	me.na.ki.yo.Ta	bowl
H4519	מְנַשֶּׁה	me.na.Sheh	Manasseh
H4520	מְנַשִּׁי	m.na.Shi	Manasseh
H4521	מְנָת	me.Nat	portion
H4522	מַס	mas-	taskworker
H4523	מָס	Mas	despairing
H4524	מֵסַב	me.Sav	surrounds
H4525	מַסְגֵּר	mas.Ger	locksmith
H4526	מִסְגֶּ֫רֶת	mis.Ge.ret	perimeter
H4527	מַסַּד	ma.Sad	foundation
H4528	מִסְדְּרוֹן	mis.de.Ro.na	porch
H4529	מָסָה	him.Siv	to liquefy
H4530	מִסַּת	mi.Sat	payment
H4531	מַסָּה	ma.Sot	trial
H4532	מַסָּה	ma.Sah	Massah
H4533	מַסְוֶה	mas.Veh	veil
H4534	מְסוּכָה	me.su.Khah	hedge
H4535	מַסָּח	ma.Sach	defense
H4536	מִסְחָר	mis.Char	merchandise
H4537	מָסַךְ	ma.se.Khah	to mix
H4539	מָסָךְ	ma.soKh	covering
H4540	מְסֻכָֿה	me.su.kha.Te.	covering
H4541	מַסֵּכָה	ma.se.Khah	liquid
H4542	מִסְכֵּן	mis.Ken	poor
H4543	מִסְכְּנוֹת	mis.ke.nOt	storage
H4544	מִסְכֵּנֻת	mis.ke.Nut	poverty
H4545	מַסֶּ֫כֶת	ma.Sa.khet	weave
H4546	מְסִלָּה	m.si.Lah	highway
H4547	מַסְלוּל	mas.Lul	highway
H4548	מַסְמֵר	mis.me.Rim	nail
H4549	מָסַס	na.Mas	to melt
H4550	מַסַּע	ma.sa.'A	journey
H4551	מַסָּע	ma.Sa'	quarry
H4552	מִסְעָד	mis.'Ad	support
H4553	מִסְפֵּד	mis.Ped	mourning
H4554	מִסְפּוֹא	mis.Po'	fodder
H4555	מִסְפָּחָה	mis.pa.Chot	veil
H4556	מִסְפַּ֫חַת	mis.Pa.chat	scab
H4557	מִסְפָּר	mis.Par	number
H4558	מִסְפָּר	mis.Par	Mispar
H4559	מִסְפֶּרֶת	mis.Pe.ret	Mispar
H4560	מָסַר	i.yi.ma.se.Ru	to commit
H4561	מֹסָר	Mo.sa.Ra	discipline
H4562	מָסֹ֫רֶת	ma.So.ret	pledge
H4563	מִסְתּוֹר	mis.Tor	shelter
H4564	מַסְתֵּר	mas.Ter	hiding
H4565	מִסְתָּר	mis.ta.rim	hiding
H4566	מַעְבָּד	ma'.ba.dei.	work
H4568	מַעֲבֶה	ma.'a.Veh	thickness
H4569	מַעֲבָרָה	ma'.be.Rot	ford
H4570	מַעְגָּל	ma'.Ga.la	track
H4571	מָעַד	ma.'a.Du	to slip
H4572	מַעֲדַי	ma.'a.Dai	Maadai
H4573	מַעֲדְיָה	ma.'ad.Yah	Maaziah
H4574	מַעֲדָן	ma.'a.da.nei-	delicacy
H4575	מַעֲדַנּוֹת	ma.'a.da.Not	bond
H4576	מַעְדֵּר	ma'.Der	hoe
H4577	מְעָא	me.'o.	belly
H4578	מֵעֶה	me.'Ei.	belly
H4579	מָעָה	m.'o.Ta	grain
H4580	מָעוֹג	ma.'og	bun
H4581	מָעוֹז	ma.'oz	security
H4582	מָעוֹךְ	ma.'okh	Maoch
H4583	מָעוֹן	me.'on	habitation
H4584	מָעוֹן	ma.'on	Maon
H4585	מְעֹנָה	me.'o.Nah	habitation
H4586	מְעוּנִים	me.'i.nim	Meunites
H4587	מְעוֹנֹתַי	me.'o.no.Tai	Meonothai
H4588	מָעוּף	me.'Uf	gloom
H4589	מָעוֹר	me.'o.rei.	nakedness
H4590	מַעַזְיָהוּ	ma.'az.Ya.hu	Maaziah
H4591	מָעַט	yim.'At	to diminish
H4592	מְעַט	me.'at-	little
H4594	מַעֲטֶה	ma.'a.Teh	mantle
H4595	מַעֲטָפָה	Ma.'a.ta.Fot	overtunic
H4596	מְעִי	me.'I	heap
H4597	מָעַי	ma.'Ai	Maai
H4598	מְעִיל	me.'Il	robe
H4599	מַעְיָן	ma'.ye.Not	spring
H4600	מָעַךְ	ma.'Ukh	to bruise
H4601	מַעֲכָה	ma.'a.Khah	Maacah
H4602	מַעֲכָתִי	ma.'a.kha.Ti	Maacah
H4603	מָעַל	tim.'Ol	be unfaithful
H4604	מַ֫עַל	Ma.'al	unfaithfulness
H4605	מַ֫עַל	Ma'.la	above
H4607	מֹ֫עַל	Mo.'al	lifting
H4608	מַעֲלֶה	ma.'a.Leh	ascent
H4609	מַעֲלָה	ma.'a.Lot	step
H4610	עַקְרַבִּים	ma.'a.Leh	Akrabbim
H4611	מַעֲלָל	ma.'a.la.Lei.	deed
H4612	מַעֲמָד	ma.'a.Mad	office
H4614	מַעֲמָסָה	ma.'a.ma.Sah	burden
H4615	מַעֲמַקִּים	ma.'a.ma.Kim	deep
H4616	מַ֫עַן	le.Ma.'an	because
H4617	מַעֲנֶה	ma.'a.Neh	answer
H4618	מַעֲנָה	ma.'a.Nah	furrow
H4619	מַ֫עַץ	Ma.'atz	Maaz
H4620	מַעֲצֵבָה	ma.'a.tze.Vah	torment
H4621	מַעֲצָד	ma.'a.Tzad	axe
H4622	מַעְצוֹר	ma'.Tzor	restraint
H4623	מַעְצָר	ma'.Tzar	restraint
H4624	מַעֲקֶה	ma.'a.Keh	parapet
H4625	מַעֲקָשׁ	ma.'a.ka.Shim	crooked place
H4626	מַעַר	ma'.Re	nakedness
H4627	מַעֲרָב	ma.'a.ra.Ve	merchandise
H4628	מַעֲרָב	ma.'a.Rav	west
H4629	מַעֲרֶה	ma.'a.reh-	Maareh-geba
H4631	מְעָרָה	me.'a.Rah	cave
H4632	מְעָרָה	me.'a.Rah	Mearah
H4633	מַעֲרָךְ	ma.'ar.khei-	plan
H4634	מַעֲרָכָה	ma.'a.ra.Khah	rank
H4635	מַעֲרֶ֫כֶת	ma.'a.ra.Khot	row
H4636	מַעֲרֹם	ma.'a.ru.mei.	naked
H4637	מַעֲרָצָה	ma.'a.ra.Tzah	terror
H4638	מַעֲרָת	ma.'a.Rat	Maarath
H4639	מַעֲשֶׂה	ma.'a.Se.	deed
H4640	מַעֲשַׂי	ma'.Sai	Maasai
H4641	מַעֲשֵׂיָהוּ	ma.'a.se.Ya.hu	Maaseiah
H4642	מַעֲשַׁקָּה	ma.'a.sha.Kot	oppression
H4643	מַעֲשֵׂר	ma.'a.Ser	tithe
H4644	מֹף	mof	Memphis
H4645	מִפְגָּע	mif.Ga'	target
H4646	מַפָּח	ma.pach-	exhalation
H4647	מַפֻּחַ	ma.Pu.ach	bellow
H4648	מְפִיבֹשֶׁת	me.fi.Vo.shet	Mephibosheth
H4649	מֻפִּים	mu.Pim	Muppim
H4650	מֵפִיץ	me.Fitz	war-club
H4651	מַפָּל	ma.Pal	refuse
H4652	מִפְלָאָה	mif.le.'ot	wonder
H4653	מִפְלַגָּה	mif.la.Got	division
