Igehely	Kapcsolódó igehely	Kapcsolódó igehely magyar megjelenítése
Exo.13.21	Exo.40.38	2Móz 40,38
Exo.13.21	Num.10.34	4Móz 10,34
Exo.13.21	Num.14.14	4Móz 14,14
Exo.13.21	Deu.1.33	5Móz 1,33
Exo.13.21	Neh.9.12-Neh.9.19	Nehem 9,12-19
Exo.13.21	Psa.78.14	Zsolt 78,14
Exo.13.21	Psa.105.39	Zsolt 105,39
Exo.14.8	Num.33.3	4Móz 33,3
Exo.14.9	Jos.24.6	Józs 24,6
Exo.14.13	Exo.14.27-Exo.14.31	2Móz 14,27-31
Exo.14.19	Jos.5.14	Józs 5,14
Exo.14.21	Jos.4.23	Józs 4,23
Exo.14.21	Psa.78.13	Zsolt 78,13
Exo.14.21	Psa.106.9	Zsolt 106,9
Exo.14.21	Psa.114.3	Zsolt 114,3
Exo.14.22	1Co.10.1	1Kor 10,1
Exo.14.22	Heb.11.29	Zsid 11,29
Exo.14.28	Psa.106.11	Zsolt 106,11
Exo.15.2	Psa.118.14	Zsolt 118,14
Exo.15.2	Isa.12.2	Ésa 12,2
Exo.15.8	Exo.14.21-Exo.14.22	2Móz 14,21-22
Exo.15.18	Psa.146.10	Zsolt 146,10
Exo.15.20	Num.26.59	4Móz 26,59
Exo.15.23	Num.33.8	4Móz 33,8
Exo.15.27	Num.33.9	4Móz 33,9
Exo.16.14	Num.11.7	4Móz 11,7
Exo.16.15	Jhn.6.31	Ján 6,31
Exo.16.18	2Co.8.15	2Kor 8,15
Exo.16.23	Exo.35.2-Exo.35.3	2Móz 35,2-3
Exo.16.31	Num.11.7	4Móz 11,7
Exo.16.35	Jos.5.12	Józs 5,12
Exo.17.1	Num.33.12-Num.33.14	4Móz 33,12-14
Exo.17.2	Num.20.2	4Móz 20,2
Exo.17.5	Exo.4.2	2Móz 4,2
Exo.17.6	Num.20.8	4Móz 20,8
Exo.17.6	Psa.78.15	Zsolt 78,15
Exo.17.6	1Co.10.4	1Kor 10,4
Exo.17.8	Deu.25.17-Deu.25.18	5Móz 25,17-18
Exo.17.9	Exo.4.20	2Móz 4,20
Exo.17.14	Num.24.20	4Móz 24,20
Exo.17.14	Deu.25.17-Deu.25.19	5Móz 25,17-19
Exo.18.3	Exo.2.22	2Móz 2,22
Exo.18.5	Exo.3.1	2Móz 3,1
Exo.18.19	Deu.1.9	5Móz 1,9
Exo.19.3	Act.7.38	Csel 7,38
Exo.19.4	Deu.29.2	5Móz 29,2
Exo.19.5	Deu.7.6	5Móz 7,6
Exo.19.5	Psa.24.1-Psa.24.6	Zsolt 24,1-6
Exo.19.6	1Pe.2.9	1Pét 2,9
Exo.19.8	Jos.24.21-Jos.24.24	Józs 24,21-24
Exo.19.9	Exo.19.16-Exo.19.20	2Móz 19,16-20
Exo.19.10	Jos.3.5	Józs 3,5
Exo.19.13	Heb.12.20	Zsid 12,20
Exo.19.16	Heb.12.18-Heb.12.19	Zsid 12,18-19
Exo.19.17	Deu.4.10	5Móz 4,10
Exo.19.18	Deu.4.11	5Móz 4,11
Exo.19.18	Jdg.5.5	Bir 5,5
Exo.19.18	Psa.68.9	Zsolt 68,9
Exo.19.19	Heb.12.19	Zsid 12,19
Exo.20.1	Deu.5.6-Deu.5.21	5Móz 5,6-21
Exo.20.1	Mat.5.17-Mat.5.48	Máté 5,17-48
Exo.20.2	Deu.5.6-Deu.5.21	5Móz 5,6-21
Exo.20.3	Jos.24.14	Józs 24,14
Exo.20.4	Lev.26.1	3Móz 26,1
Exo.20.4	Psa.97.7	Zsolt 97,7
Exo.20.4	Isa.40.18-Isa.40.25	Ésa 40,18-25
Exo.20.7	Lev.19.12	3Móz 19,12
Exo.20.7	Mat.5.33-Mat.5.34	Máté 5,33-34
Exo.20.8	Ezk.20.12	Ezék 20,12
Exo.20.8	Exo.35.2	2Móz 35,2
Exo.20.9	Exo.23.12	2Móz 23,12
Exo.20.9	Exo.34.21	2Móz 34,21
Exo.20.9	Lev.23.3	3Móz 23,3
Exo.20.10	Exo.16.23	2Móz 16,23
Exo.20.11	Gen.2.2-Gen.2.3	1Móz 2,2-3
Exo.20.12	Mat.15.4	Máté 15,4
Exo.20.12	Mat.19.19	Máté 19,19
Exo.20.12	Mrk.10.19	Márk 10,19
Exo.20.12	Luk.18.20	Luk 18,20
Exo.20.12	Eph.6.2	Eféz 6,2
Exo.20.13	Mat.5.21-Mat.5.22	Máté 5,21-22
Exo.20.13	Rom.13.9	Róm 13,9
Exo.20.14	Mat.5.27-Mat.5.28	Máté 5,27-28
Exo.20.14	Jas.2.11	Jak 2,11
Exo.20.15	Exo.22.1	2Móz 22,1
Exo.20.15	Eph.4.28	Eféz 4,28
Exo.20.16	Deu.19.16-Deu.19.21	5Móz 19,16-21
Exo.20.17	Rom.7.7	Róm 7,7
Exo.20.19	Heb.12.19	Zsid 12,19
Exo.20.21	Exo.19.16-Exo.19.17	2Móz 19,16-17
Exo.20.25	Deu.27.5	5Móz 27,5
Exo.20.25	Jos.8.30-Jos.8.31	Józs 8,30-31
Exo.21.2	Deu.15.12	5Móz 15,12
Exo.21.2	Jer.34.14	Jer 34,14
Exo.21.5	Deu.15.16	5Móz 15,16
Exo.21.12	Lev.24.17	3Móz 24,17
Exo.21.13	Num.35.11	4Móz 35,11
Exo.21.13	Deu.19.3	5Móz 19,3
Exo.21.13	Jos.20.2-Jos.20.3	Józs 20,2-3
Exo.21.17	Lev.20.9	3Móz 20,9
Exo.21.17	Pro.20.20	Péld 20,20
Exo.21.17	Mat.15.4	Máté 15,4
Exo.21.17	Mrk.7.10	Márk 7,10
Exo.21.24	Lev.24.20	3Móz 24,20
Exo.21.24	Deu.19.21	5Móz 19,21
Exo.21.24	Mat.5.38	Máté 5,38
Exo.21.28	Gen.9.5	1Móz 9,5
Exo.22.1	2Sa.12.6	2Sám 12,6
Exo.22.12	Gen.31.39	1Móz 31,39
Exo.22.13	Gen.31.39	1Móz 31,39
Exo.22.16	Deu.22.28-Deu.22.29	5Móz 22,28-29
Exo.22.19	Lev.18.23	3Móz 18,23
Exo.22.19	Lev.20.15	3Móz 20,15
Exo.22.20	Deu.17.2-Deu.17.5	5Móz 17,2-5
Exo.22.21	Lev.19.34	3Móz 19,34
Exo.22.22	Zec.7.10	Zak 7,10
Exo.22.25	Lev.25.35-Lev.25.37	3Móz 25,35-37
Exo.22.25	Psa.15.5	Zsolt 15,5
Exo.22.25	Ezk.18.8	Ezék 18,8
Exo.22.26	Deu.24.12-Deu.24.13	5Móz 24,12-13
Exo.22.28	Act.23.3-Act.23.5	Csel 23,3-5
Exo.22.29	Exo.13.2-Exo.13.12	2Móz 13,2-12
Exo.22.30	Lev.22.27	3Móz 22,27
Exo.22.31	Lev.22.8	3Móz 22,8
Exo.23.3	Lev.19.15	3Móz 19,15
Exo.23.4	Deu.22.1	5Móz 22,1
Exo.23.5	Deu.22.4	5Móz 22,4
Exo.23.6	Deu.27.19	5Móz 27,19
Exo.23.7	Pro.19.5	Péld 19,5
Exo.23.8	Deu.16.19	5Móz 16,19
Exo.23.9	Exo.22.21	2Móz 22,21
Exo.23.10	Lev.25.3	3Móz 25,3
Exo.23.12	Exo.20.9	2Móz 20,9
Exo.23.15	Exo.13.4	2Móz 13,4
Exo.23.15	Exo.13.6-Exo.13.7	2Móz 13,6-7
Exo.23.17	Deu.16.16	5Móz 16,16
Exo.23.17	Exo.34.23	2Móz 34,23
Exo.23.19	Exo.34.26	2Móz 34,26
Exo.23.20	Exo.33.2	2Móz 33,2
Exo.23.26	Deu.7.14	5Móz 7,14
Exo.23.28	Jos.24.12	Józs 24,12
Exo.23.32	Deu.7.2	5Móz 7,2
Exo.24.3	Exo.19.8	2Móz 19,8
Exo.24.8	Heb.9.20	Zsid 9,20
Exo.24.18	Exo.34.28	2Móz 34,28
Exo.24.18	Deu.9.9-Deu.9.18	5Móz 9,9-18
Exo.25.10	Exo.37.1	2Móz 37,1
Exo.25.16	Exo.31.18	2Móz 31,18
Exo.25.16	1Ki.8.9	1Kir 8,9
Exo.25.17	Exo.37.6	2Móz 37,6
Exo.25.21	Heb.9.4-Heb.9.5	Zsid 9,4-5
Exo.25.23	Exo.37.10	2Móz 37,10
Exo.25.31	Exo.37.17	2Móz 37,17
Exo.25.40	Act.7.44	Csel 7,44
Exo.25.40	Heb.8.5	Zsid 8,5
Exo.26.1	Exo.36.7-Exo.36.8	2Móz 36,7-8
Exo.26.7	Exo.36.13	2Móz 36,13
Exo.26.14	Exo.36.18	2Móz 36,18
Exo.26.15	Exo.36.19	2Móz 36,19
Exo.26.30	Exo.25.40	2Móz 25,40
Exo.26.30	Act.7.44	Csel 7,44
Exo.26.31	Exo.36.34	2Móz 36,34
Exo.26.36	Exo.36.36-Exo.36.37	2Móz 36,36-37
Exo.27.1	Exo.38.1	2Móz 38,1
Exo.27.9	Exo.38.9	2Móz 38,9
Exo.27.20	Lev.24.2	3Móz 24,2
Exo.27.21	Lev.24.3	3Móz 24,3
Exo.28.1	Heb.5.4	Zsid 5,4
Exo.28.7	Exo.39.4	2Móz 39,4
Exo.28.8	Exo.39.5	2Móz 39,5
Exo.28.15	Exo.39.8	2Móz 39,8
Exo.28.31	Exo.39.22	2Móz 39,22
Exo.28.36	Exo.39.30	2Móz 39,30
Exo.28.39	Exo.39.27	2Móz 39,27
Exo.29.1	Lev.8.2	3Móz 8,2
Exo.29.14	Heb.13.11	Zsid 13,11
Exo.29.28	Lev.7.31-Lev.7.34	3Móz 7,31-34
Exo.29.32	Lev.8.31	3Móz 8,31
Exo.29.37	Mat.23.19	Máté 23,19
Exo.29.45	2Co.6.16	2Kor 6,16
Exo.30.12	Num.1.2	4Móz 1,2
Exo.31.2	Exo.35.30	2Móz 35,30
Exo.31.7	Exo.33.7	2Móz 33,7
Exo.31.13	Ezk.20.12	Ezék 20,12
Exo.31.14	Num.15.32-Num.15.36	4Móz 15,32-36
Exo.31.17	Gen.2.2-Gen.2.3	1Móz 2,2-3
Exo.31.17	Exo.20.11	2Móz 20,11
Exo.31.18	Exo.32.15-Exo.32.16	2Móz 32,15-16
Exo.31.18	Deu.9.10	5Móz 9,10
Exo.32.1	Act.7.40	Csel 7,40
Exo.32.4	Psa.106.19	Zsolt 106,19
Exo.32.6	1Co.10.7	1Kor 10,7
Exo.32.8	1Ki.12.28	1Kir 12,28
Exo.32.9	Exo.33.3	2Móz 33,3
Exo.32.9	Deu.3.13	5Móz 3,13
Exo.32.10	Num.14.12	4Móz 14,12
Exo.32.12	Num.14.13-Num.14.16	4Móz 14,13-16
Exo.32.13	Gen.15.18	1Móz 15,18
Exo.32.13	Gen.26.4	1Móz 26,4
Exo.32.13	Gen.28.13	1Móz 28,13
Exo.32.14	Exo.32.10	2Móz 32,10
Exo.32.16	Exo.31.18	2Móz 31,18
Exo.32.16	Deu.9.10	5Móz 9,10
Exo.32.20	Deu.9.21	5Móz 9,21
Exo.32.22	Exo.32.9	2Móz 32,9
Exo.32.23	Exo.32.1	2Móz 32,1
Exo.32.24	Exo.32.4	2Móz 32,4
Exo.32.32	Num.11.15	4Móz 11,15
Exo.32.34	Isa.63.9	Ésa 63,9
Exo.32.35	Num.11.1-Num.11.33	4Móz 11,1-33
Exo.33.1	Deu.34.4	5Móz 34,4
Exo.33.2	Exo.23.20	2Móz 23,20
Exo.33.3	Deu.9.13	5Móz 9,13
Exo.33.11	Num.12.8	4Móz 12,8
Exo.33.16	Deu.4.7	5Móz 4,7
Exo.33.19	Rom.9.15	Róm 9,15
Exo.34.1	Exo.32.16-Exo.32.19	2Móz 32,16-19
Exo.34.3	Exo.19.12-Exo.19.13	2Móz 19,12-13
Exo.34.5	Exo.33.19	2Móz 33,19
Exo.34.7	Exo.20.6	2Móz 20,6
Exo.34.9	Zec.2.12	Zak 2,12
Exo.34.10	Jos.10.12-Jos.10.13	Józs 10,12-13
Exo.34.12	Exo.23.32-Exo.23.33	2Móz 23,32-33
Exo.34.12	Deu.7.2	5Móz 7,2
Exo.34.16	1Ki.11.2	1Kir 11,2
Exo.34.18	Exo.12.15	2Móz 12,15
Exo.34.18	Exo.23.15	2Móz 23,15
Exo.34.19	Exo.13.2	2Móz 13,2
Exo.34.20	Exo.13.13-Exo.13.15	2Móz 13,13-15
Exo.34.22	Exo.23.16	2Móz 23,16
Exo.34.23	Deu.16.16	5Móz 16,16
Exo.34.25	Exo.23.18	2Móz 23,18
Exo.34.26	Exo.23.19	2Móz 23,19
Exo.34.26	Deu.26.2	5Móz 26,2
Exo.34.28	Exo.24.18	2Móz 24,18
Exo.34.28	Deu.9.9-Deu.9.18	5Móz 9,9-18
Exo.34.30	2Co.3.7	2Kor 3,7
Exo.34.33	2Co.3.13	2Kor 3,13
Exo.35.2	Num.15.32-Num.15.36	4Móz 15,32-36
Exo.35.5	Exo.25.2	2Móz 25,2
Exo.35.28	Exo.25.6	2Móz 25,6
Exo.35.30	Exo.31.2-Exo.31.3	2Móz 31,2-3
Exo.35.32	Exo.31.4-Exo.31.5	2Móz 31,4-5
Exo.36.7	Exo.26.1	2Móz 26,1
Exo.36.13	Exo.26.7	2Móz 26,7
Exo.36.18	Exo.26.14	2Móz 26,14
Exo.36.19	Exo.26.15	2Móz 26,15
Exo.36.34	Exo.26.31	2Móz 26,31
Exo.36.36	Exo.26.36	2Móz 26,36
Exo.37.1	Exo.25.10	2Móz 25,10
Exo.37.6	Exo.25.17	2Móz 25,17
Exo.37.10	Exo.25.23	2Móz 25,23
Exo.37.17	Exo.25.31	2Móz 25,31
Exo.37.25	Exo.30.1-Exo.30.2	2Móz 30,1-2
Exo.37.29	Exo.30.22-Exo.30.25	2Móz 30,22-25
Exo.38.1	Exo.27.1-Exo.27.8	2Móz 27,1-8
Exo.38.8	Exo.30.17-Exo.30.18	2Móz 30,17-18
Exo.38.9	Exo.27.9	2Móz 27,9
Exo.38.26	Num.1.46	4Móz 1,46
Exo.39.1	Exo.31.10	2Móz 31,10
Exo.39.2	Exo.28.6	2Móz 28,6
Exo.39.8	Exo.28.15	2Móz 28,15
Exo.39.22	Exo.28.31	2Móz 28,31
Exo.39.27	Exo.28.39	2Móz 28,39
Exo.39.28	Exo.28.40	2Móz 28,40
Exo.39.29	Exo.28.40	2Móz 28,40
Exo.39.30	Exo.28.36	2Móz 28,36
Exo.39.32	Exo.33.7	2Móz 33,7
Exo.39.36	Exo.31.8	2Móz 31,8
Exo.39.41	Exo.31.10	2Móz 31,10
Exo.40.4	Exo.26.35	2Móz 26,35
Exo.40.5	Exo.26.36	2Móz 26,36
Exo.40.8	Exo.27.16	2Móz 27,16
Exo.40.10	Exo.30.28	2Móz 30,28
Exo.40.17	Num.7.1	4Móz 7,1
Exo.40.23	Exo.25.30	2Móz 25,30
Exo.40.35	Num.9.15	4Móz 9,15
Exo.40.35	1Ki.8.10	1Kir 8,10
Exo.40.36	Num.9.15-Num.9.23	4Móz 9,15-23
Exo.40.38	Num.14.14	4Móz 14,14
Exo.40.38	Deu.1.33	5Móz 1,33
Exo.40.38	Neh.9.10	Nehem 9,10
Exo.40.38	1Co.10.1	1Kor 10,1
Lev.2.3	Lev.2.10	3Móz 2,10
Lev.2.10	Lev.6.16-Lev.6.18	3Móz 6,16-18
Lev.2.12	Lev.23.17	3Móz 23,17
Lev.3.3	Exo.29.13	2Móz 29,13
Lev.3.5	Exo.29.4	2Móz 29,4
Lev.3.5	Lev.6.12	3Móz 6,12
Lev.3.17	Gen.6.4	1Móz 6,4
Lev.3.17	Lev.17.10	3Móz 17,10
Lev.4.10	Lev.3.1-Lev.3.5	3Móz 3,1-5
Lev.4.20	Lev.4.3-Lev.4.12	3Móz 4,3-12
Lev.4.31	Lev.3.9	3Móz 3,9
Lev.5.10	Lev.1.15	3Móz 1,15
Lev.5.13	Lev.2.1-Lev.2.3	3Móz 2,1-3
Lev.5.15	Exo.30.13	2Móz 30,13
Lev.6.2	Num.5.6-Num.5.8	4Móz 5,6-8
Lev.6.9	Lev.6.13	3Móz 6,13
Lev.6.14	Lev.2.1	3Móz 2,1
Lev.6.14	Num.15.4	4Móz 15,4
Lev.6.23	Lev.2.1-Lev.2.10	3Móz 2,1-10
Lev.6.25	Lev.1.11	3Móz 1,11
Lev.6.30	Lev.16.27	3Móz 16,27
Lev.6.30	Heb.13.11	Zsid 13,11
Lev.7.12	Lev.2.4-Lev.2.7	3Móz 2,4-7
Lev.7.13	Lev.2.12	3Móz 2,12
Lev.7.20	Lev.15.3	3Móz 15,3
Lev.7.25	Lev.3.17	3Móz 3,17
Lev.7.26	Lev.17.10	3Móz 17,10
Lev.7.34	Exo.29.28	2Móz 29,28
Lev.7.35	Exo.28.1	2Móz 28,1
Lev.8.2	Exo.29.1-Exo.29.2	2Móz 29,1-2
Lev.8.7	Exo.28.4-Exo.28.10	2Móz 28,4-10
Lev.8.7	Exo.29.5-Exo.29.6	2Móz 29,5-6
Lev.8.7	Exo.39.2-Exo.39.31	2Móz 39,2-31
Lev.8.8	Exo.28.30	2Móz 28,30
Lev.8.9	Exo.28.36	2Móz 28,36
Lev.8.9	Exo.29.6	2Móz 29,6
Lev.8.11	Exo.40.11	2Móz 40,11
Lev.8.17	Exo.29.14	2Móz 29,14
Lev.8.21	Exo.29.18	2Móz 29,18
Lev.8.29	Exo.29.26	2Móz 29,26
Lev.8.31	Exo.29.32	2Móz 29,32
Lev.9.7	Heb.7.26-Heb.7.27	Zsid 7,26-27
Lev.9.24	1Ki.18.38	1Kir 18,38
Lev.9.24	2Ch.7.1	2Krón 7,1
Lev.10.2	Num.3.4	4Móz 3,4
Lev.10.2	Num.26.61	4Móz 26,61
Lev.10.2	1Ch.24.2	1Krón 24,2
Lev.10.4	Exo.6.18-Exo.6.22	2Móz 6,18-22
Lev.10.6	Ezk.24.17	Ezék 24,17
Lev.10.9	Num.6.3-Num.6.4	4Móz 6,3-4
Lev.10.9	Jdg.13.7	Bir 13,7
Lev.10.12	Lev.6.16-Lev.6.28	3Móz 6,16-28
Lev.10.13	Lev.2.3	3Móz 2,3
Lev.10.14	Exo.29.28	2Móz 29,28
Lev.10.18	Lev.6.26	3Móz 6,26
Lev.11.4	Deu.14.7	5Móz 14,7
Lev.11.5	Psa.104.18	Zsolt 104,18
Lev.11.36	Gen.1.10	1Móz 1,10
Lev.12.3	Gen.17.10-Gen.17.13	1Móz 17,10-13
Lev.14.2	Mat.8.4	Máté 8,4
Lev.14.6	Psa.51.9	Zsolt 51,9
Lev.14.8	Num.12.14	4Móz 12,14
Lev.16.27	Heb.13.11	Zsid 13,11
Lev.17.6	Lev.1.5	3Móz 1,5
Lev.17.10	Gen.9.4	1Móz 9,4
Lev.17.10	Lev.7.27	3Móz 7,27
Lev.17.10	Lev.19.26	3Móz 19,26
Lev.17.10	1Sa.14.33	1Sám 14,33
Lev.17.11	Gen.9.4	1Móz 9,4
Lev.17.14	Gen.9.4	1Móz 9,4
Lev.18.8	Lev.20.11	3Móz 20,11
Lev.18.8	1Co.5.1	1Kor 5,1
Lev.18.9	Lev.20.17	3Móz 20,17
Lev.18.11	Lev.20.17	3Móz 20,17
Lev.18.12	Lev.20.19	3Móz 20,19
Lev.18.14	Lev.20.20	3Móz 20,20
Lev.18.15	Lev.20.12	3Móz 20,12
Lev.18.16	Lev.20.21	3Móz 20,21
Lev.18.17	Lev.20.14	3Móz 20,14
Lev.18.19	Lev.20.18	3Móz 20,18
Lev.18.20	Lev.20.10	3Móz 20,10
Lev.18.21	Lev.20.2	3Móz 20,2
Lev.18.21	2Ki.17.17	2Kir 17,17
Lev.18.22	Lev.20.13	3Móz 20,13
Lev.18.22	Rom.1.24-Rom.1.27	Róm 1,24-27
Lev.18.23	Lev.20.15	3Móz 20,15
Lev.18.28	Deu.18.12-Deu.18.13	5Móz 18,12-13
Lev.19.2	Lev.20.7-Lev.20.26	3Móz 20,7-26
Lev.19.2	1Pe.1.16	1Pét 1,16
Lev.19.3	Exo.20.12	2Móz 20,12
Lev.19.4	Exo.34.17	2Móz 34,17
Lev.19.6	Lev.7.15-Lev.7.48	3Móz 7,15-48
Lev.19.9	Lev.23.22	3Móz 23,22
Lev.19.9	Deu.24.19	5Móz 24,19
Lev.19.11	Exo.20.15	2Móz 20,15
Lev.19.12	Exo.20.7	2Móz 20,7
Lev.19.12	Mat.5.33-Mat.5.37	Máté 5,33-37
Lev.19.13	Deu.24.15	5Móz 24,15
Lev.19.13	Jas.5.4	Jak 5,4
Lev.19.15	Exo.23.3	2Móz 23,3
Lev.19.15	Deu.1.17	5Móz 1,17
Lev.19.17	1Jn.3.15	1Ján 3,15
Lev.19.18	Mat.5.39-Mat.5.44	Máté 5,39-44
Lev.19.18	Rom.12.19	Róm 12,19
Lev.19.26	Deu.12.23	5Móz 12,23
Lev.19.27	Lev.21.5	3Móz 21,5
Lev.19.28	Deu.14.1-Deu.14.2	5Móz 14,1-2
Lev.19.30	Lev.19.3	3Móz 19,3
Lev.19.31	Lev.20.6	3Móz 20,6
Lev.19.31	1Sa.28.7-1Sa.28.16	1Sám 28,7-16
Lev.19.31	1Ki.21.2-1Ki.21.6	1Kir 21,2-6
Lev.19.33	Exo.22.21	2Móz 22,21
Lev.19.34	Lev.22.24	3Móz 22,24
Lev.19.34	Deu.10.19	5Móz 10,19
Lev.19.36	Pro.11.1	Péld 11,1
Lev.19.36	Mic.6.11	Mik 6,11
Lev.20.2	Lev.18.21	3Móz 18,21
Lev.20.7	Lev.11.44	3Móz 11,44
Lev.20.7	Lev.19.2	3Móz 19,2
Lev.20.7	1Pe.1.16	1Pét 1,16
Lev.20.9	Exo.21.17	2Móz 21,17
Lev.20.9	Pro.20.20	Péld 20,20
Lev.20.10	Deu.22.22	5Móz 22,22
Lev.20.11	Lev.18.8	3Móz 18,8
Lev.20.12	Lev.18.15	3Móz 18,15
Lev.20.13	Lev.18.22	3Móz 18,22
Lev.20.14	Lev.18.17	3Móz 18,17
Lev.20.15	Lev.18.23	3Móz 18,23
Lev.20.17	Lev.18.9	3Móz 18,9
Lev.20.18	Lev.18.19	3Móz 18,19
Lev.20.19	Lev.18.12-Lev.18.13	3Móz 18,12-13
Lev.20.20	Lev.18.14	3Móz 18,14
Lev.20.21	Lev.18.16	3Móz 18,16
Lev.20.22	Lev.18.26	3Móz 18,26
Lev.20.23	Lev.18.3-Lev.18.28	3Móz 18,3-28
Lev.20.24	Exo.3.8	2Móz 3,8
Lev.20.25	Lev.11.2	3Móz 11,2
Lev.20.25	Deu.14.4-Deu.14.21	5Móz 14,4-21
Lev.20.27	Deu.18.10	5Móz 18,10
Lev.20.27	1Sa.28.9	1Sám 28,9
Lev.21.1	Ezk.44.25	Ezék 44,25
Lev.21.5	Lev.19.27	3Móz 19,27
Lev.21.11	Lev.21.2-Lev.21.3	3Móz 21,2-3
Lev.21.13	Ezk.44.22	Ezék 44,22
Lev.21.22	Lev.6.10	3Móz 6,10
Lev.21.22	Lev.24.9	3Móz 24,9
Lev.21.22	Num.18.9-Num.18.10	4Móz 18,9-10
Lev.22.8	Lev.17.15	3Móz 17,15
Lev.22.8	Exo.22.31	2Móz 22,31
Lev.22.10	Exo.29.33	2Móz 29,33
Lev.22.21	Deu.15.21	5Móz 15,21
Lev.22.21	Deu.17.2	5Móz 17,2
Lev.22.27	Exo.22.30	2Móz 22,30
Lev.23.3	Exo.20.9	2Móz 20,9
Lev.23.17	Lev.2.12	3Móz 2,12
Lev.23.17	Lev.7.13	3Móz 7,13
Lev.23.22	Lev.19.9	3Móz 19,9
Lev.23.22	Deu.24.19	5Móz 24,19
Lev.23.24	Num.29.1-Num.29.6	4Móz 29,1-6
Lev.23.27	Lev.16.29	3Móz 16,29
Lev.23.27	Num.29.7	4Móz 29,7
Lev.23.34	Num.29.12	4Móz 29,12
Lev.23.34	Deu.16.13	5Móz 16,13
Lev.23.36	Jhn.7.37	Ján 7,37
Lev.24.2	Exo.27.20	2Móz 27,20
Lev.24.4	Exo.25.37	2Móz 25,37
Lev.24.9	Lev.21.22	3Móz 21,22
Lev.24.12	Num.15.34	4Móz 15,34
Lev.24.20	Mat.5.38-Mat.5.39	Máté 5,38-39
Lev.25.4	Exo.13.11	2Móz 13,11
Lev.25.23	Isa.14.2-Isa.14.25	Ésa 14,2-25
Lev.25.30	Lev.25.13	3Móz 25,13
Lev.25.32	Num.35.2	4Móz 35,2
Lev.25.36	Deu.23.20	5Móz 23,20
Lev.25.39	Exo.21.2	2Móz 21,2
Lev.25.43	Eph.6.9	Eféz 6,9
Lev.25.43	Col.4.1	Kol 4,1
Lev.26.1	Exo.20.4	2Móz 20,4
Lev.26.1	Deu.5.8	5Móz 5,8
Lev.26.1	Deu.16.22	5Móz 16,22
Lev.26.1	Psa.97.7	Zsolt 97,7
Lev.26.2	Lev.19.30	3Móz 19,30
Lev.26.3	Deu.28.1	5Móz 28,1
Lev.26.6	Job.11.18-Job.11.19	Jób 11,18-19
Lev.26.8	Jos.23.10	Józs 23,10
Lev.26.11	Ezk.36.27-Ezk.36.28	Ezék 36,27-28
Lev.26.14	Deu.18.15-Deu.18.58	5Móz 18,15-58
Lev.26.16	Deu.32.25	5Móz 32,25
Lev.26.17	Deu.28.64-Deu.28.67	5Móz 28,64-67
Lev.26.17	Pro.28.1	Péld 28,1
Lev.26.24	2Sa.22.27	2Sám 22,27
Lev.26.26	Ezk.4.16	Ezék 4,16
Lev.26.26	Ezk.5.16	Ezék 5,16
Lev.26.26	Psa.105.16	Zsolt 105,16
Lev.26.29	2Ki.6.28	2Kir 6,28
Lev.26.30	Jer.8.1-Jer.8.2	Jer 8,1-2
Lev.26.30	Isa.17.8	Ésa 17,8
Lev.26.31	Jer.52.13	Jer 52,13
Lev.26.34	2Ch.36.21	2Krón 36,21
Lev.26.36	Job.15.21	Jób 15,21
Lev.26.40	Deu.4.30-Deu.4.31	5Móz 4,30-31
Lev.26.42	Gen.1.17	1Móz 1,17
Lev.27.25	Exo.30.13	2Móz 30,13
Lev.27.26	Exo.13.2	2Móz 13,2
Lev.27.28	Num.18.14	4Móz 18,14
Lev.27.28	Jos.6.19	Józs 6,19
Num.1.1	Exo.30.11	2Móz 30,11
Num.1.2	Num.26.2-Num.26.51	4Móz 26,2-51
Num.1.2	Exo.38.26	2Móz 38,26
Num.1.46	Exo.38.26	2Móz 38,26
Num.1.47	Num.3.1-Num.3.17	4Móz 3,1-17
Num.1.49	Num.2.33	4Móz 2,33
Num.1.51	Num.3.38	4Móz 3,38
Num.1.53	Num.3.7-Num.3.23	4Móz 3,7-23
Num.1.53	Num.29.35-Num.29.38	4Móz 29,35-38
Num.2.32	Exo.38.26	2Móz 38,26
Num.2.32	Num.1.46	4Móz 1,46
Num.2.33	Num.1.48-Num.1.49	4Móz 1,48-49
Num.3.1	Exo.19.1-Exo.19.3	2Móz 19,1-3
Num.3.2	Exo.6.23	2Móz 6,23
Num.3.3	Exo.40.14-Exo.40.16	2Móz 40,14-16
Num.3.3	Lev.8.30	3Móz 8,30
Num.3.4	Lev.10.1-Lev.10.2	3Móz 10,1-2
Num.3.4	Num.26.61	4Móz 26,61
Num.3.6	Num.18.1-Num.18.6	4Móz 18,1-6
Num.3.7	Num.1.53	4Móz 1,53
Num.3.7	Num.16.9	4Móz 16,9
Num.3.12	Exo.13.2	2Móz 13,2
Num.3.13	Exo.13.2	2Móz 13,2
Num.3.13	Exo.34.19	2Móz 34,19
Num.3.13	Luk.2.23	Luk 2,23
Num.3.17	Exo.6.16-Exo.6.17	2Móz 6,16-17
Num.3.19	Exo.6.18	2Móz 6,18
Num.3.38	Num.3.10	4Móz 3,10
Num.3.39	Num.26.62	4Móz 26,62
Num.3.40	Num.18.15-Num.18.16	4Móz 18,15-16
Num.3.47	Lev.27.6-Lev.27.7	3Móz 27,6-7
Num.4.7	Exo.25.30	2Móz 25,30
