STEPBible_elsodleges	STEPBible_masodlagos	Státusz	Indoklás	Strong-szám	Ragozott alak	Kiejtés	Szótő	Rövid jelentés	Angol tükörfordítás
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3820	לֵב֩	lev	לֵב	heart	heart
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וְ	ve.	ו	&	and
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7503	רָפ֨וּ	ra.Fu	רָפָה	to slacken	they will hang limp
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3605	כָל	khol-	כֹּל	all	every
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3027	יָדַ֜יִם	ya.Da.yim	יָד	hand	pair of hands
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וְ	ve.	ו	&	and
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3543	כִהֲתָ֣ה	khi.ha.Tah	כָּהָה	to grow dim	it will grow faint
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3605	כָל	khol-	כֹּל	all	every
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7307	ר֗וּחַ	Ru.ach	רוּחַ	spirit	spirit
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9002	וְ	ve.	ו	and	and
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3605	כָל	khol	כֹּל	all	all
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1290	בִּרְכַּ֙יִם֙	bir.Ka.yim	בֶּ֫רֶךְ	knee	knees
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1980	תֵּלַ֣כְנָה	te.Lakh.nah	הָלַךְ	to go	they will go
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4325	מַּ֔יִם	Ma.yim	מַי	water	water
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2009	הִנֵּ֤ה	hi.Neh	הִנֵּה	behold	there!
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0935	בָאָה֙	va.'Ah	בּוֹא	to come (in)	[it is] coming
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וְ	ve.	ו	&	and
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1961	נִֽהְיָ֔תָה	nih.Ya.tah	הָיָה	to be	it will happen
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5002	נְאֻ֖ם	ne.'Um	נְאֻם	utterance	[the] utterance of
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0136	אֲדֹנָ֥י	'a.do.Nai	אֲדֹנָי	LORD	[the] Lord
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3069	יְהוִֽה	Yah.weh	יְהֹוִה	YHWH|Yahweh	Yahweh
Ezk.21.8	Ezk.21.13	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וַ	va	ו	&	and
Ezk.21.8	Ezk.21.13	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1961	יְהִ֥י	y.Hi	הָיָה	to be	it came
Ezk.21.8	Ezk.21.13	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1697	דְבַר	de.var-	דָּבָר	word	[the] word of
Ezk.21.8	Ezk.21.13	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3068	יְהוָ֖ה	Yah.weh	יהוה	LORD	Yahweh
Ezk.21.8	Ezk.21.13	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0413	אֵלַ֥	'e.La	אֶל	to(wards)	to
Ezk.21.8	Ezk.21.13	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9030	י	i	Os1c	me	me
Ezk.21.8	Ezk.21.13	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לֵ	le.	ל	to	<to>
Ezk.21.8	Ezk.21.13	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0559	אמֹֽר	Mor	אָמַר	to say	saying
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1121	בֶּן	ben-	בֵּן	son	O son of
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0120	אָדָ֕ם	'a.Dam	אָדָם	man	humankind
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5012	הִנָּבֵא֙	hi.na.Ve'	נָבָא	to prophesy	prophesy
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וְ	ve.	ו	&	and
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0559	אָ֣מַרְתָּ֔	'A.mar.ta	אָמַר	to say	you will say
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3541	כֹּ֖ה	koh	כֹּה	thus	thus
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0559	אָמַ֣ר	'a.Mar	אָמַר	to say	he says
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0136	אֲדֹנָ֑י	'a.do.Nai	אֲדֹנָי	LORD	[the] Lord
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0559	אֱמֹ֕ר	'e.Mor	אָמַר	to say	say
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2719	חֶ֥רֶב	Che.rev	חֶ֫רֶב	sword	a sword
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2719	חֶ֛רֶב	Che.rev	חֶ֫רֶב	sword	a sword
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2300	הוּחַ֖דָּה	hu.Cha.dah	חָדַד	be sharp	it has been sharpened
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9002	וְ	ve.	ו	and	and
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1571	גַם	gam-	גַּם	also	also
Ezk.21.9	Ezk.21.14	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4803	מְרוּטָֽה	me.ru.Tah	מָרַט	to smooth	[is] polished
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4616	לְמַ֨עַן	le.Ma.'an	מַ֫עַן	because	so as
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2873	טְבֹ֤חַ	te.Vo.ach	טָבַח	to slaughter	to slaughter
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2874	טֶ֙בַח֙	te.vach	טֶ֫בַח	slaughter	a slaughter
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2300	הוּחַ֔דָּה	hu.Cha.dah	חָדַד	be sharp	it has been sharpened
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4616	לְמַעַן	le.ma.'an-	מַ֫עַן	because	so as
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1961	הֱיֵה	he.yeh-	הָיָה	to be	be
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לָ֥	la	ל	to	for
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9034	הּ	h	Os3f	her	it
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1300	בָּ֖רָק	Ba.rok	בָּרָק	lightning	lightning
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4803	מֹרָ֑טָּה	mo.Ra.tah	מָרַט	to smooth	it has been polished
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0176	א֣וֹ	'o	אוֹ	or	or
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7797	נָשִׂ֔ישׂ	na.Sis	שׂוּשׂ	to rejoice	we will rejoice
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7626	שֵׁ֥בֶט	She.vet	שֵׁ֫בֶט	tribe	[the] scepter of
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1121	בְּנִ֖	be.N	בֵּן	son	son
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9020	י	i	Ps1c	my	my
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3988	מֹאֶ֥סֶת	mo.'E.set	מָאַס	to reject	[is] rejecting
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3605	כָּל	kol-	כֹּל	all	every
Ezk.21.10	Ezk.21.15	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H6086	עֵֽץ	'Etz	עֵץ	tree	tree
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וַ	va	ו	&	and
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5414	יִּתֵּ֥ן	i.yi.Ten	נָתַן	to give	someone gave
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0853	אֹתָ֛	'o.Ta	אֵת	[Obj.]	<obj.>
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9034	הּ	h	Os3f	her	it
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לְ	le.	ל	to	to
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4803	מָרְטָ֖ה	ma.re.Tah	מָרַט	to smooth	polish [it]
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לִ	li	ל	to	to
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H8610	תְפֹּ֣שׂ	t.Pos	תָּפַשׂ	to capture	grasp [it]
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9003	בַּ	ba.	ב	in	in the
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3709	כָּ֑ף	Kaf	כַּף	palm	palm
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1931	הִֽיא	hi'-	הוּא	he;_she;_it	it
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2300	הוּחַ֤דָּה	hu.Cha.dah	חָדַד	be sharp	it has been sharpened
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2719	חֶ֙רֶב֙	che.rev	חֶ֫רֶב	sword	a sword
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9002	וְ	ve.	ו	and	and
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1931	הִ֣יא	Hi'	הוּא	he;_she;_it	it
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4803	מֹרָ֔טָּה	mo.Ra.tah	מָרַט	to smooth	it has been polished
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לָ	la.	ל	to	to
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5414	תֵ֥ת	Tet	נָתַן	to give	put
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0853	אוֹתָ֖	'o.Ta	אֵת	[Obj.]	<obj.>
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9034	הּ	h	Os3f	her	it
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9003	בְּ	be.	ב	in	in
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3027	יַד	yad-	יָד	hand	[the] hand of
Ezk.21.11	Ezk.21.16	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2026	הוֹרֵֽג	ho.Reg	הָרַג	to kill	[one who] slays
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2199	זְעַ֤ק	ze.'Ak	זָעַק	to cry out	cry out
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9002	וְ	ve.	ו	and	and
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3213	הֵילֵל֙	hei.Lel	יָלַל	to wail	wail
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1121	בֶּן	ben-	בֵּן	son	O son of
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0120	אָדָ֔ם	'a.Dam	אָדָם	man	humankind
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3588	כִּי	ki-	כִּי	for	for
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1931	הִיא֙	hi'	הוּא	he;_she;_it	it
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1961	הָיתָ֣ה	hai.Tah	הָיָה	to be	it has come
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9003	בְ	ve.	ב	in	on
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5971	עַמִּ֔	'a.M	עַם	people	people
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9020	י	i	Ps1c	my	my
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1931	הִ֖יא	hi'	הוּא	he;_she;_it	it
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9003	בְּ	be.	ב	in	[is] on
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3605	כָל	khol	כֹּל	all	all
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5387	נְשִׂיאֵ֣י	ne.si.'Ei	נָשִׂיא	leader	[the] princes of
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3478	יִשְׂרָאֵ֑ל	Yis.ra.'El	יִשְׂרָאֵל	Israel	Israel
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4048	מְגוּרֵ֤י	me.gu.Rei	מָגַר	to cast	thrown
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0413	אֶל	'el-	אֶל	to(wards)	to
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2719	חֶ֙רֶב֙	che.rev	חֶ֫רֶב	sword	[the] sword
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1961	הָי֣וּ	ha.Yu	הָיָה	to be	they have been
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0854	אֶת	'et-	אֵת	with	with
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5971	עַמִּ֔	'a.M	עַם	people	people
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9020	י	i	Ps1c	my	my
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לָ	la.	ל	to	<to>
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3651	כֵ֖ן	Khen	כֵּן	so	therefore
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5606	סְפֹ֥ק	se.Fok	סָפַק	to slap	slap
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0413	אֶל	'el-	אֶל	to(wards)	<to>
Ezk.21.12	Ezk.21.17	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3409	יָרֵֽךְ	ya.Rekh	יָרֵךְ	thigh	a thigh
Ezk.21.13	Ezk.21.18	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3588	כִּ֣י	ki	כִּי	for	for
Ezk.21.13	Ezk.21.18	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0974	בֹ֔חַן	Vo.chan	בָּחַן	to test	it has been tested
Ezk.21.13	Ezk.21.18	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9002	וּ	u.	ו	and	and
Ezk.21.13	Ezk.21.18	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4100	מָ֕ה	Mah	מָה	what?	what?
Ezk.21.13	Ezk.21.18	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0518	אִם	'im-	אִם	if	if
Ezk.21.13	Ezk.21.18	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1571	גַּם	gam-	גַּם	also	also
Ezk.21.13	Ezk.21.18	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7626	שֵׁ֥בֶט	She.vet	שֵׁ֫בֶט	tribe	a scepter
Ezk.21.13	Ezk.21.18	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3988	מֹאֶ֖סֶת	mo.'E.set	מָאַס	to reject	rejecting
Ezk.21.13	Ezk.21.18	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3808	לֹ֣א	lo'	לֹא	not	not
Ezk.21.13	Ezk.21.18	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1961	יִֽהְיֶ֑ה	yih.Yeh	הָיָה	to be	it will be
Ezk.21.13	Ezk.21.18	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5002	נְאֻ֖ם	ne.'Um	נְאֻם	utterance	[the] utterance of
Ezk.21.13	Ezk.21.18	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0136	אֲדֹנָ֥י	'a.do.Nai	אֲדֹנָי	LORD	[the] Lord
Ezk.21.13	Ezk.21.18	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3069	יְהוִֽה	Yah.weh	יְהֹוִה	YHWH|Yahweh	Yahweh
Ezk.21.14	Ezk.21.19	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9002	וְ	ve.	ו	and	and
Ezk.21.14	Ezk.21.19	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0859	אַתָּ֣ה	'a.Tah	אַתָּ֫ה	you(m.s.)	you
Ezk.21.14	Ezk.21.19	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1121	בֶן	ven-	בֵּן	son	O son of
Ezk.21.14	Ezk.21.19	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0120	אָדָ֔ם	'a.Dam	אָדָם	man	humankind
Ezk.21.14	Ezk.21.19	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5012	הִנָּבֵ֕א	hi.na.Ve'	נָבָא	to prophesy	prophesy
Ezk.21.14	Ezk.21.19	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9002	וְ	ve.	ו	and	and
Ezk.21.14	Ezk.21.19	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5221	הַ֖ךְ	Hakh	נָכָה	to smite	strike
