Karoli_igehely	Heber_vers	Latin_vers	Gorog_LXX_vers	Elteres_tipusa	Karoli_egyezik_hol
1Krón 6:17	1Ch.6:2	1Ch.6:17	1Ch.6:2	Renumber	Latin
1Krón 6:18	1Ch.6:3	1Ch.6:18	1Ch.6:3	Renumber	Latin
1Krón 6:19	1Ch.6:4	1Ch.6:19	1Ch.6:4	Renumber	Latin
1Krón 6:2	1Ch.5:28	1Ch.6:2	1Ch.5:28	Renumber	Latin
1Krón 6:20	1Ch.6:5	1Ch.6:20	1Ch.6:5	Renumber	Latin
1Krón 6:21	1Ch.6:6	1Ch.6:21	1Ch.6:6	Renumber	Latin
1Krón 6:22	1Ch.6:7	1Ch.6:22	1Ch.6:7	Renumber	Latin
1Krón 6:23	1Ch.6:8	1Ch.6:23	1Ch.6:8	Renumber	Latin
1Krón 6:24	1Ch.6:9	1Ch.6:24	1Ch.6:9	Renumber	Latin
1Krón 6:25	1Ch.6:10	1Ch.6:25	1Ch.6:10	Renumber	Latin
1Krón 6:26	1Ch.6:11	1Ch.6:26	1Ch.6:11	Renumber	Latin
1Krón 6:27	1Ch.6:12	1Ch.6:27	1Ch.6:12	Renumber	Latin
1Krón 6:28	1Ch.6:13	1Ch.6:28	1Ch.6:13	Renumber	Latin
1Krón 6:29	1Ch.6:14	1Ch.6:29	1Ch.6:14	Renumber	Latin
1Krón 6:3	1Ch.5:29	1Ch.6:3	1Ch.5:29	Renumber	Latin
1Krón 6:30	1Ch.6:15	1Ch.6:30	1Ch.6:15	Renumber	Latin
1Krón 6:31	1Ch.6:16	1Ch.6:31	1Ch.6:16	Renumber	Latin
1Krón 6:32	1Ch.6:17	1Ch.6:32	1Ch.6:17	Renumber	Latin
1Krón 6:33	1Ch.6:18	1Ch.6:33	1Ch.6:18	Renumber	Latin
1Krón 6:34	1Ch.6:19	1Ch.6:34	1Ch.6:19	Renumber	Latin
1Krón 6:35	1Ch.6:20	1Ch.6:35	1Ch.6:20	Renumber	Latin
1Krón 6:36	1Ch.6:21	1Ch.6:36	1Ch.6:21	Renumber	Latin
1Krón 6:37	1Ch.6:22	1Ch.6:37	1Ch.6:22	Renumber	Latin
1Krón 6:38	1Ch.6:23	1Ch.6:38	1Ch.6:23	Renumber	Latin
1Krón 6:39	1Ch.6:24	1Ch.6:39	1Ch.6:24	Renumber	Latin
1Krón 6:4	1Ch.5:30	1Ch.6:4	1Ch.5:30	Renumber	Latin
1Krón 6:40	1Ch.6:25	1Ch.6:40	1Ch.6:25	Renumber	Latin
1Krón 6:41	1Ch.6:26	1Ch.6:41	1Ch.6:26	Renumber	Latin
1Krón 6:42	1Ch.6:27	1Ch.6:42	1Ch.6:27	Renumber	Latin
1Krón 6:43	1Ch.6:28	1Ch.6:43	1Ch.6:28	Renumber	Latin
1Krón 6:44	1Ch.6:29	1Ch.6:44	1Ch.6:29	Renumber	Latin
1Krón 6:45	1Ch.6:30	1Ch.6:45	1Ch.6:30	Renumber	Latin
1Krón 6:46	1Ch.6:31	1Ch.6:46	1Ch.6:31	Renumber	Latin
1Krón 6:47	1Ch.6:32	1Ch.6:47	1Ch.6:32	Renumber	Latin
1Krón 6:48	1Ch.6:33	1Ch.6:48	1Ch.6:33	Renumber	Latin
1Krón 6:49	1Ch.6:34	1Ch.6:49	1Ch.6:34	Renumber	Latin
1Krón 6:5	1Ch.5:31	1Ch.6:5	1Ch.5:31	Renumber	Latin
1Krón 6:50	1Ch.6:35	1Ch.6:50	1Ch.6:35	Renumber	Latin
1Krón 6:51	1Ch.6:36	1Ch.6:51	1Ch.6:36	Renumber	Latin
1Krón 6:52	1Ch.6:37	1Ch.6:52	1Ch.6:37	Renumber	Latin
1Krón 6:53	1Ch.6:38	1Ch.6:53	1Ch.6:38	Renumber	Latin
1Krón 6:54	1Ch.6:39	1Ch.6:54	1Ch.6:39	Renumber	Latin
1Krón 6:55	1Ch.6:40	1Ch.6:55	1Ch.6:40	Renumber	Latin
1Krón 6:56	1Ch.6:41	1Ch.6:56	1Ch.6:41	Renumber	Latin
1Krón 6:57	1Ch.6:42	1Ch.6:57	1Ch.6:42	Renumber	Latin
1Krón 6:58	1Ch.6:43	1Ch.6:58	1Ch.6:43	Renumber	Latin
1Krón 6:59	1Ch.6:44	1Ch.6:59	1Ch.6:44	Renumber	Latin
1Krón 6:6	1Ch.5:32	1Ch.6:6	1Ch.5:32	Renumber	Latin
1Krón 6:60	1Ch.6:45	1Ch.6:60	1Ch.6:45	Renumber	Latin
1Krón 6:61	1Ch.6:46	1Ch.6:61	1Ch.6:46	Renumber	Latin
1Krón 6:62	1Ch.6:47	1Ch.6:62	1Ch.6:47	Renumber	Latin
1Krón 6:63	1Ch.6:48	1Ch.6:63	1Ch.6:48	Renumber	Latin
1Krón 6:64	1Ch.6:49	1Ch.6:64	1Ch.6:49	Renumber	Latin
1Krón 6:65	1Ch.6:50	1Ch.6:65	1Ch.6:50	Renumber	Latin
1Krón 6:66	1Ch.6:51	1Ch.6:66	1Ch.6:51	Renumber	Latin
1Krón 6:67	1Ch.6:52	1Ch.6:67	1Ch.6:52	Renumber	Latin
1Krón 6:68	1Ch.6:53	1Ch.6:68	1Ch.6:53	Renumber	Latin
1Krón 6:69	1Ch.6:54	1Ch.6:69	1Ch.6:54	Renumber	Latin
1Krón 6:7	1Ch.5:33	1Ch.6:7	1Ch.5:33	Renumber	Latin
1Krón 6:70	1Ch.6:55	1Ch.6:70	1Ch.6:55	Renumber	Latin
1Krón 6:71	1Ch.6:56	1Ch.6:71	1Ch.6:56	Renumber	Latin
1Krón 6:72	1Ch.6:57	1Ch.6:72	1Ch.6:57	Renumber	Latin
1Krón 6:73	1Ch.6:58	1Ch.6:73	1Ch.6:58	Renumber	Latin
1Krón 6:74	1Ch.6:59	1Ch.6:74	1Ch.6:59	Renumber	Latin
1Krón 6:75	1Ch.6:60	1Ch.6:75	1Ch.6:60	Renumber	Latin
1Krón 6:76	1Ch.6:61	1Ch.6:76	1Ch.6:61	Renumber	Latin
1Krón 6:77	1Ch.6:62	1Ch.6:77	1Ch.6:62	Renumber	Latin
1Krón 6:78	1Ch.6:63	1Ch.6:78	1Ch.6:63	Renumber	Latin
1Krón 6:79	1Ch.6:64	1Ch.6:79	1Ch.6:64	Renumber	Latin
1Krón 6:8	1Ch.5:34	1Ch.6:8	1Ch.5:34	Renumber	Latin
1Krón 6:80	1Ch.6:65	1Ch.6:80	1Ch.6:65	Renumber	Latin
1Krón 6:81	1Ch.6:66	1Ch.6:81	1Ch.6:66	Renumber	Latin
1Krón 6:9	1Ch.5:35	1Ch.6:9	1Ch.5:35	Renumber	Latin
1Móz 2:25	Gen.2:25	Gen.2:25	Gen.2:25 / 3:1a	Concatenation/Merge	Heber,Latin
1Móz 31:55	Gen.32:1	Gen.31:55	Gen.31:55	Renumber	Latin,Gorog
1Móz 32:1	Gen.32:2	Gen.32:1	Gen.32:1	Renumber	Latin,Gorog
1Móz 32:10	Gen.32:11	Gen.32:10	Gen.32:10	Renumber	Latin,Gorog
1Móz 32:11	Gen.32:12	Gen.32:11	Gen.32:11	Renumber	Latin,Gorog
1Móz 32:12	Gen.32:13	Gen.32:12	Gen.32:12	Renumber	Latin,Gorog
1Móz 32:13	Gen.32:14	Gen.32:13	Gen.32:13	Renumber	Latin,Gorog
1Móz 32:14	Gen.32:15	Gen.32:14	Gen.32:14	Renumber	Latin,Gorog
1Móz 32:15	Gen.32:16	Gen.32:15	Gen.32:15	Renumber	Latin,Gorog
1Móz 32:16	Gen.32:17	Gen.32:16	Gen.32:16	Renumber	Latin,Gorog
1Móz 32:17	Gen.32:18	Gen.32:17	Gen.32:17	Renumber	Latin,Gorog
1Móz 32:18	Gen.32:19	Gen.32:18	Gen.32:18	Renumber	Latin,Gorog
1Móz 32:19	Gen.32:20	Gen.32:19	Gen.32:19	Renumber	Latin,Gorog
1Móz 32:2	Gen.32:3	Gen.32:2	Gen.32:2	Renumber	Latin,Gorog
1Móz 32:20	Gen.32:21	Gen.32:20	Gen.32:20	Renumber	Latin,Gorog
1Móz 32:21	Gen.32:22	Gen.32:21	Gen.32:21	Renumber	Latin,Gorog
1Móz 32:22	Gen.32:23	Gen.32:22	Gen.32:22	Renumber	Latin,Gorog
1Móz 32:23	Gen.32:24	Gen.32:23	Gen.32:23	Renumber	Latin,Gorog
1Móz 32:24	Gen.32:25	Gen.32:24	Gen.32:24	Renumber	Latin,Gorog
1Móz 32:25	Gen.32:26	Gen.32:25	Gen.32:25	Renumber	Latin,Gorog
1Móz 32:26	Gen.32:27	Gen.32:26	Gen.32:26	Renumber	Latin,Gorog
1Móz 32:27	Gen.32:28	Gen.32:27	Gen.32:27	Renumber	Latin,Gorog
1Móz 32:28	Gen.32:29	Gen.32:28	Gen.32:28	Renumber	Latin,Gorog
1Móz 32:29	Gen.32:30	Gen.32:29	Gen.32:29	Renumber	Latin,Gorog
1Móz 32:3	Gen.32:4	Gen.32:3	Gen.32:3	Renumber	Latin,Gorog
1Móz 32:30	Gen.32:31	Gen.32:30	Gen.32:30	Renumber	Latin,Gorog
1Móz 32:31	Gen.32:32	Gen.32:31	Gen.32:31	Renumber	Latin,Gorog
1Móz 32:32	Gen.32:33	Gen.32:32	Gen.32:32	Renumber	Latin,Gorog
1Móz 32:4	Gen.32:5	Gen.32:4	Gen.32:4	Renumber	Latin,Gorog
1Móz 32:5	Gen.32:6	Gen.32:5	Gen.32:5	Renumber	Latin,Gorog
1Móz 32:6	Gen.32:7	Gen.32:6	Gen.32:6	Renumber	Latin,Gorog
1Móz 32:7	Gen.32:8	Gen.32:7	Gen.32:7	Renumber	Latin,Gorog
1Móz 32:8	Gen.32:9	Gen.32:8	Gen.32:8	Renumber	Latin,Gorog
1Móz 32:9	Gen.32:10	Gen.32:9	Gen.32:9	Renumber	Latin,Gorog
1Móz 37:1	Gen.36:44	Gen.36:44	Gen.36:44	Renumber	EGYIK_SEM
1Móz 37:2	Gen.37:1	Gen.37:1	Gen.37:1	Renumber	EGYIK_SEM
1Móz 49:33	Gen.49:33	Gen.49:32	Gen.49:33	Renumber	Heber,Gorog
1Móz 50:22	Gen.50:22-23	Gen.50:22	Gen.50:22-23	Concatenation/Merge	Latin
1Móz 50:23	Gen.50:23	Gen.50:22b	Gen.50:23	Concatenation/Merge	Heber,Gorog
1Móz 50:24	Gen.50:24	Gen.50:23	Gen.50:24	Renumber	Heber,Gorog
1Móz 50:25	Gen.50:25	Gen.50:24	Gen.50:25	Renumber	Heber,Gorog
1Móz 50:26	Gen.50:26	Gen.50:25	Gen.50:26	Renumber	Heber,Gorog
1Móz 5:31	Gen.5:31-32	Gen.5:31	Gen.5:31-6:1a	Concatenation/Merge	Latin
1Móz 5:31	Gen.5:31	Gen.5:31a	Gen.5:31	Renumber	Heber,Gorog
1Móz 5:32	Gen.5:32	Gen.5:31b	Gen.6:1a	Concatenation/Merge	Heber
1Móz 5:32	Gen.5:32-6:1	Gen.5:31b-6:1	Gen.6:1	Concatenation/Merge	EGYIK_SEM
1Móz 6:1	Gen.6:1	Gen.6:1	Gen.6:1b	Renumber	Heber,Latin
1Sám 20:42	1Sa.20:42	1Sa.20:42	1Sa.20:42	Concatenation/Merge	Heber,Latin,Gorog
1Sám 21:1	1Sa.21:2	1Sa.21:1	1Sa.21:2	Renumber	Latin
1Sám 21:10	1Sa.21:11	1Sa.21:10	1Sa.21:11	Renumber	Latin
1Sám 21:11	1Sa.21:12	1Sa.21:11	1Sa.21:12	Renumber	Latin
1Sám 21:12	1Sa.21:13	1Sa.21:12	1Sa.21:13	Renumber	Latin
1Sám 21:13	1Sa.21:14	1Sa.21:13	1Sa.21:14	Renumber	Latin
1Sám 21:14	1Sa.21:15	1Sa.21:14	1Sa.21:15	Renumber	Latin
1Sám 21:15	1Sa.21:16	1Sa.21:15	1Sa.21:16	Renumber	Latin
1Sám 21:2	1Sa.21:3	1Sa.21:2	1Sa.21:3	Renumber	Latin
1Sám 21:3	1Sa.21:4	1Sa.21:3	1Sa.21:4	Renumber	Latin
1Sám 21:4	1Sa.21:5	1Sa.21:4	1Sa.21:5	Renumber	Latin
1Sám 21:5	1Sa.21:6	1Sa.21:5	1Sa.21:6	Renumber	Latin
1Sám 21:6	1Sa.21:7	1Sa.21:6	1Sa.21:7	Renumber	Latin
1Sám 21:7	1Sa.21:8	1Sa.21:7	1Sa.21:8	Renumber	Latin
1Sám 21:8	1Sa.21:9	1Sa.21:8	1Sa.21:9	Renumber	Latin
1Sám 21:9	1Sa.21:10	1Sa.21:9	1Sa.21:10	Renumber	Latin
1Sám 23:29	1Sa.24:1	1Sa.24:1	1Sa.24:1	Renumber	ELLENORZESRE_VAR
1Sám 24:1	1Sa.24:2	1Sa.24:2	1Sa.24:2	Renumber	EGYIK_SEM
1Sám 24:10	1Sa.24:11	1Sa.24:11	1Sa.24:11	Renumber	EGYIK_SEM
1Sám 24:11	1Sa.24:12	1Sa.24:12	1Sa.24:12	Renumber	EGYIK_SEM
1Sám 24:12	1Sa.24:13	1Sa.24:13	1Sa.24:13	Renumber	EGYIK_SEM
1Sám 24:13	1Sa.24:14	1Sa.24:14	1Sa.24:14	Renumber	EGYIK_SEM
1Sám 24:14	1Sa.24:15	1Sa.24:15	1Sa.24:15	Renumber	EGYIK_SEM
1Sám 24:15	1Sa.24:16	1Sa.24:16	1Sa.24:16	Renumber	EGYIK_SEM
1Sám 24:16	1Sa.24:17	1Sa.24:17	1Sa.24:17	Renumber	EGYIK_SEM
1Sám 24:17	1Sa.24:18	1Sa.24:18	1Sa.24:18	Renumber	EGYIK_SEM
1Sám 24:18	1Sa.24:19	1Sa.24:19	1Sa.24:19	Renumber	EGYIK_SEM
1Sám 24:19	1Sa.24:20	1Sa.24:20	1Sa.24:20	Renumber	EGYIK_SEM
1Sám 24:2	1Sa.24:3	1Sa.24:3	1Sa.24:3	Renumber	EGYIK_SEM
1Sám 24:20	1Sa.24:21	1Sa.24:21	1Sa.24:21	Renumber	EGYIK_SEM
1Sám 24:21	1Sa.24:22	1Sa.24:22	1Sa.24:22	Renumber	EGYIK_SEM
1Sám 24:22	1Sa.24:23	1Sa.24:23	1Sa.24:23	Renumber	EGYIK_SEM
1Sám 24:3	1Sa.24:4	1Sa.24:4	1Sa.24:4	Renumber	EGYIK_SEM
1Sám 24:4	1Sa.24:5	1Sa.24:5	1Sa.24:5	Renumber	EGYIK_SEM
1Sám 24:5	1Sa.24:6	1Sa.24:6	1Sa.24:6	Renumber	EGYIK_SEM
1Sám 24:6	1Sa.24:7	1Sa.24:7	1Sa.24:7	Renumber	EGYIK_SEM
1Sám 24:7	1Sa.24:8	1Sa.24:8	1Sa.24:8	Renumber	EGYIK_SEM
1Sám 24:8	1Sa.24:9	1Sa.24:9	1Sa.24:9	Renumber	EGYIK_SEM
1Sám 24:9	1Sa.24:10	1Sa.24:10	1Sa.24:10	Renumber	EGYIK_SEM
2Kir 11:21	2Ki.12:1	2Ki.11:21	2Ki.12:1	Renumber	Latin
2Kir 12:1	2Ki.12:2	2Ki.12:1	2Ki.12:2	Renumber	Latin
2Kir 12:10	2Ki.12:11	2Ki.12:10	2Ki.12:11	Renumber	Latin
2Kir 12:11	2Ki.12:12	2Ki.12:11	2Ki.12:12	Renumber	Latin
2Kir 12:12	2Ki.12:13	2Ki.12:12	2Ki.12:13	Renumber	Latin
2Kir 12:13	2Ki.12:14	2Ki.12:13	2Ki.12:14	Renumber	Latin
2Kir 12:14	2Ki.12:15	2Ki.12:14	2Ki.12:15	Renumber	Latin
2Kir 12:15	2Ki.12:16	2Ki.12:15	2Ki.12:16	Renumber	Latin
2Kir 12:16	2Ki.12:17	2Ki.12:16	2Ki.12:17	Renumber	Latin
2Kir 12:17	2Ki.12:18	2Ki.12:17	2Ki.12:18	Renumber	Latin
2Kir 12:18	2Ki.12:19	2Ki.12:18	2Ki.12:19	Renumber	Latin
2Kir 12:19	2Ki.12:20	2Ki.12:19	2Ki.12:20	Renumber	Latin
2Kir 12:2	2Ki.12:3	2Ki.12:2	2Ki.12:3	Renumber	Latin
2Kir 12:20	2Ki.12:21	2Ki.12:20	2Ki.12:21	Renumber	Latin
2Kir 12:21	2Ki.12:22	2Ki.12:21	2Ki.12:22	Renumber	Latin
2Kir 12:3	2Ki.12:4	2Ki.12:3	2Ki.12:4	Renumber	Latin
2Kir 12:4	2Ki.12:5	2Ki.12:4	2Ki.12:5	Renumber	Latin
2Kir 12:5	2Ki.12:6	2Ki.12:5	2Ki.12:6	Renumber	Latin
2Kir 12:6	2Ki.12:7	2Ki.12:6	2Ki.12:7	Renumber	Latin
2Kir 12:7	2Ki.12:8	2Ki.12:7	2Ki.12:8	Renumber	Latin
2Kir 12:8	2Ki.12:9	2Ki.12:8	2Ki.12:9	Renumber	Latin
2Kir 12:9	2Ki.12:10	2Ki.12:9	2Ki.12:10	Renumber	Latin
2Krón 14:1	2Ch.13:23	2Ch.14:1	2Ch.13:23	Renumber	Latin
2Krón 14:10	2Ch.14:9	2Ch.14:10	2Ch.14:9	Renumber	Latin
2Krón 14:11	2Ch.14:10	2Ch.14:11	2Ch.14:10	Renumber	Latin
2Krón 14:12	2Ch.14:11	2Ch.14:12	2Ch.14:11	Renumber	Latin
2Krón 14:13	2Ch.14:12	2Ch.14:13	2Ch.14:12	Renumber	Latin
2Krón 14:14	2Ch.14:13	2Ch.14:14	2Ch.14:13	Renumber	Latin
2Krón 14:15	2Ch.14:14	2Ch.14:15	2Ch.14:14	Renumber	Latin
2Krón 14:2	2Ch.14:1	2Ch.14:2	2Ch.14:1	Renumber	Latin
2Krón 14:3	2Ch.14:2	2Ch.14:3	2Ch.14:2	Renumber	Latin
2Krón 14:4	2Ch.14:3	2Ch.14:4	2Ch.14:3	Renumber	Latin
2Krón 14:5	2Ch.14:4	2Ch.14:5	2Ch.14:4	Renumber	Latin
2Krón 14:6	2Ch.14:5	2Ch.14:6	2Ch.14:5	Renumber	Latin
2Krón 14:7	2Ch.14:6	2Ch.14:7	2Ch.14:6	Renumber	Latin
2Krón 14:8	2Ch.14:7	2Ch.14:8	2Ch.14:7	Renumber	Latin
2Krón 14:9	2Ch.14:8	2Ch.14:9	2Ch.14:8	Renumber	Latin
2Krón 2:1	2Ch.1:18	2Ch.2:1	2Ch.1:18	Renumber	Latin
2Krón 2:10	2Ch.2:9	2Ch.2:10	2Ch.2:9	Renumber	Latin
2Krón 2:11	2Ch.2:10	2Ch.2:11	2Ch.2:10	Renumber	Latin
2Krón 2:12	2Ch.2:11	2Ch.2:12	2Ch.2:11	Renumber	Latin
2Krón 2:13	2Ch.2:12	2Ch.2:13	2Ch.2:12	Renumber	Latin
2Krón 2:14	2Ch.2:13	2Ch.2:14	2Ch.2:13	Renumber	Latin
2Krón 2:15	2Ch.2:14	2Ch.2:15	2Ch.2:14	Renumber	Latin
2Krón 2:16	2Ch.2:15	2Ch.2:16	2Ch.2:15	Renumber	Latin
2Krón 2:17	2Ch.2:16	2Ch.2:17	2Ch.2:16	Renumber	Latin
2Krón 2:18	2Ch.2:17	2Ch.2:18	2Ch.2:17	Renumber	Latin
2Krón 2:2	2Ch.2:1	2Ch.2:2	2Ch.2:1	Renumber	Latin
2Krón 2:3	2Ch.2:2	2Ch.2:3	2Ch.2:2	Renumber	Latin
2Krón 2:4	2Ch.2:3	2Ch.2:4	2Ch.2:3	Renumber	Latin
2Krón 2:5	2Ch.2:4	2Ch.2:5	2Ch.2:4	Renumber	Latin
2Krón 2:6	2Ch.2:5	2Ch.2:6	2Ch.2:5	Renumber	Latin
2Krón 2:7	2Ch.2:6	2Ch.2:7	2Ch.2:6	Renumber	Latin
2Krón 2:8	2Ch.2:7	2Ch.2:8	2Ch.2:7	Renumber	Latin
2Krón 2:9	2Ch.2:8	2Ch.2:9	2Ch.2:8	Renumber	Latin
2Móz 20:13	Exo.20:13	Exo.20:13	Exo.20:15	Renumber	Heber,Latin
2Móz 20:14	Exo.20:14	Exo.20:14	Exo.20:13	Renumber	Heber,Latin
2Móz 20:15	Exo.20:15	Exo.20:15	Exo.20:14	Renumber	Heber,Latin
2Móz 21:16	Exo.21:16	Exo.21:16	Exo.21:17	Renumber	Heber,Latin
2Móz 21:17	Exo.21:17	Exo.21:17	Exo.21:16	Renumber	Heber,Latin
2Móz 22:1	Exo.21:37	Exo.22:1	Exo.22:1	Renumber	Latin,Gorog
2Móz 22:10	Exo.22:9	Exo.22:10	Exo.22:10	Renumber	Latin,Gorog
2Móz 22:11	Exo.22:10	Exo.22:11	Exo.22:11	Renumber	Latin,Gorog
2Móz 22:12	Exo.22:11	Exo.22:12	Exo.22:12	Renumber	Latin,Gorog
2Móz 22:13	Exo.22:12	Exo.22:13	Exo.22:13	Renumber	Latin,Gorog
2Móz 22:14	Exo.22:13	Exo.22:14	Exo.22:14	Renumber	Latin,Gorog
2Móz 22:15	Exo.22:14	Exo.22:15	Exo.22:15	Renumber	Latin,Gorog
2Móz 22:16	Exo.22:15	Exo.22:16	Exo.22:16	Renumber	Latin,Gorog
2Móz 22:17	Exo.22:16	Exo.22:17	Exo.22:17	Renumber	Latin,Gorog
2Móz 22:18	Exo.22:17	Exo.22:18	Exo.22:18	Renumber	Latin,Gorog
2Móz 22:19	Exo.22:18	Exo.22:19	Exo.22:19	Renumber	Latin,Gorog
2Móz 22:2	Exo.22:1	Exo.22:2	Exo.22:2	Renumber	Latin,Gorog
2Móz 22:20	Exo.22:19	Exo.22:20	Exo.22:20	Renumber	Latin,Gorog
2Móz 22:21	Exo.22:20	Exo.22:21	Exo.22:21	Renumber	Latin,Gorog
2Móz 22:22	Exo.22:21	Exo.22:22	Exo.22:22	Renumber	Latin,Gorog
2Móz 22:23	Exo.22:22	Exo.22:23	Exo.22:23	Renumber	Latin,Gorog
2Móz 22:24	Exo.22:23	Exo.22:24	Exo.22:24	Renumber	Latin,Gorog
2Móz 22:25	Exo.22:24	Exo.22:25	Exo.22:25	Renumber	Latin,Gorog
2Móz 22:26	Exo.22:25	Exo.22:26	Exo.22:26	Renumber	Latin,Gorog
2Móz 22:27	Exo.22:26	Exo.22:27	Exo.22:27	Renumber	Latin,Gorog
2Móz 22:28	Exo.22:27	Exo.22:28	Exo.22:28	Renumber	Latin,Gorog
2Móz 22:29	Exo.22:28	Exo.22:29	Exo.22:29	Renumber	Latin,Gorog
2Móz 22:3	Exo.22:2	Exo.22:3	Exo.22:3	Renumber	Latin,Gorog
2Móz 22:30	Exo.22:29	Exo.22:30	Exo.22:30	Renumber	Latin,Gorog
2Móz 22:31	Exo.22:30	Exo.22:31	Exo.22:31	Renumber	Latin,Gorog
2Móz 22:4	Exo.22:3	Exo.22:4	Exo.22:4	Renumber	Latin,Gorog
2Móz 22:5	Exo.22:4	Exo.22:5	Exo.22:5	Renumber	Latin,Gorog
2Móz 22:6	Exo.22:5	Exo.22:6	Exo.22:6	Renumber	Latin,Gorog
2Móz 22:7	Exo.22:6	Exo.22:7	Exo.22:7	Renumber	Latin,Gorog
2Móz 22:8	Exo.22:7	Exo.22:8	Exo.22:8	Renumber	Latin,Gorog
2Móz 22:9	Exo.22:8	Exo.22:9	Exo.22:9	Renumber	Latin,Gorog
2Móz 25:10	Exo.25:10	Exo.25:10	Exo.25:9	Renumber	Heber,Latin
2Móz 25:11	Exo.25:11	Exo.25:11	Exo.25:10	Renumber	Heber,Latin
2Móz 25:12	Exo.25:12	Exo.25:12	Exo.25:11	Renumber	Heber,Latin
2Móz 25:13	Exo.25:13	Exo.25:13	Exo.25:12	Renumber	Heber,Latin
2Móz 25:14	Exo.25:14	Exo.25:14	Exo.25:13	Renumber	Heber,Latin
2Móz 25:15	Exo.25:15	Exo.25:15	Exo.25:14	Renumber	Heber,Latin
2Móz 25:16	Exo.25:16	Exo.25:16	Exo.25:15	Renumber	Heber,Latin
2Móz 25:17	Exo.25:17	Exo.25:17	Exo.25:16	Renumber	Heber,Latin
2Móz 25:18	Exo.25:18	Exo.25:18	Exo.25:17	Renumber	Heber,Latin
2Móz 25:19	Exo.25:19	Exo.25:19	Exo.25:18	Renumber	Heber,Latin
2Móz 25:20	Exo.25:20	Exo.25:20	Exo.25:19	Renumber	Heber,Latin
2Móz 25:21	Exo.25:21	Exo.25:21	Exo.25:20	Renumber	Heber,Latin
2Móz 25:22	Exo.25:22	Exo.25:22	Exo.25:21	Renumber	Heber,Latin
2Móz 25:23	Exo.25:23	Exo.25:23	Exo.25:22	Renumber	Heber,Latin
2Móz 25:24	Exo.25:24	Exo.25:24	Exo.25:23	Renumber	Heber,Latin
2Móz 25:25	Exo.25:25	Exo.25:25	Exo.25:24	Renumber	Heber,Latin
2Móz 25:26	Exo.25:26	Exo.25:26	Exo.25:25	Renumber	Heber,Latin
2Móz 25:27	Exo.25:27	Exo.25:27	Exo.25:26	Renumber	Heber,Latin
2Móz 25:28	Exo.25:28	Exo.25:28	Exo.25:27	Renumber	Heber,Latin
2Móz 25:29	Exo.25:29	Exo.25:29	Exo.25:28	Renumber	Heber,Latin
2Móz 25:30	Exo.25:30	Exo.25:30	Exo.25:29	Renumber	Heber,Latin
2Móz 25:31	Exo.25:31	Exo.25:31	Exo.25:30	Renumber	Heber,Latin
2Móz 25:32	Exo.25:32	Exo.25:32	Exo.25:31	Renumber	Heber,Latin
2Móz 25:33	Exo.25:33	Exo.25:33	Exo.25:32	Renumber	Heber,Latin
2Móz 25:34	Exo.25:34	Exo.25:34	Exo.25:33	Renumber	Heber,Latin
2Móz 25:35	Exo.25:35	Exo.25:35	Exo.25:34	Renumber	Heber,Latin
2Móz 25:7	Exo.25:7	Exo.25:7	Exo.25:6	Renumber	Heber,Latin
2Móz 25:8	Exo.25:6	Exo.25:6	Exo.25:7	Renumber	EGYIK_SEM
2Móz 25:9	Exo.25:9	Exo.25:9	Exo.25:8	Renumber	Heber,Latin
2Móz 28:23	Exo.28:23	Exo.28:23	Exo.28:22a	Concatenation/Merge	Heber,Latin
2Móz 28:23	Exo.28:23-28	Exo.28:23-28	Exo.28:22	Concatenation/Merge	EGYIK_SEM
2Móz 28:24	Exo.28:24	Exo.28:24	Exo.28:22b	Renumber	Heber,Latin
2Móz 28:25	Exo.28:25	Exo.28:25	Exo.28:22c	Renumber	Heber,Latin
2Móz 28:26	Exo.28:26	Exo.28:26	Exo.28:22d	Renumber	Heber,Latin
2Móz 28:27	Exo.28:27	Exo.28:27	Exo.28:22e	Renumber	Heber,Latin
2Móz 28:28	Exo.28:28	Exo.28:28	Exo.28:22f	Renumber	Heber,Latin
2Móz 28:29	Exo.28:29	Exo.28:29	Exo.28:23-25	Concatenation/Merge	Heber,Latin
2Móz 28:29	Exo.28:29	Exo.28:29	Exo.28:23	Renumber	Heber,Latin
2Móz 28:30	Exo.28:30	Exo.28:30	Exo.28:26	Renumber	Heber,Latin
2Móz 28:31	Exo.28:31	Exo.28:31	Exo.28:27	Renumber	Heber,Latin
2Móz 28:32	Exo.28:32	Exo.28:32	Exo.28:28	Renumber	Heber,Latin
2Móz 28:33	Exo.28:33	Exo.28:33	Exo.28:29	Renumber	Heber,Latin
2Móz 28:34	Exo.28:34	Exo.28:34	Exo.28:30	Renumber	Heber,Latin
2Móz 28:35	Exo.28:35	Exo.28:35	Exo.28:31	Renumber	Heber,Latin
2Móz 28:36	Exo.28:36	Exo.28:36	Exo.28:32	Renumber	Heber,Latin
2Móz 28:37	Exo.28:37	Exo.28:37	Exo.28:33	Renumber	Heber,Latin
2Móz 28:38	Exo.28:38	Exo.28:38	Exo.28:34	Renumber	Heber,Latin
2Móz 28:39	Exo.28:39	Exo.28:39	Exo.28:35	Renumber	Heber,Latin
2Móz 28:40	Exo.28:40	Exo.28:40	Exo.28:36	Renumber	Heber,Latin
